trial_id	dedup_status	dedup_complete	dedup_decoded	dedup_ties	dedup_score	dedup_bound	dedup_stop_shell	dedup_generated_attempts	dedup_q_disc	dedup_q_membership	dedup_q_score	dedup_global_duplicates	dedup_total_ns	dedup_ml_error	history_status	history_complete	history_decoded	history_ties	history_score	history_bound	history_stop_shell	history_generated_attempts	history_q_disc	history_q_membership	history_q_score	history_global_duplicates	history_total_ns	history_ml_error	bestpath_shell	bestpath_decoded	bestpath_ties	bestpath_selected_disagreement	bestpath_strict_disjoint	exhaustive_status	exhaustive_complete	exhaustive_decoded	exhaustive_ties	exhaustive_score	exhaustive_evaluated	exhaustive_nodes	exhaustive_total_ns	exhaustive_ml_error	branch_status	branch_complete	branch_decoded	branch_ties	branch_score	branch_evaluated	branch_nodes	branch_total_ns	branch_ml_error
780	CERTIFIED	1	0x77afed5	0x77afed5	1189497893006335899713915974157741771312	388154303826855099024016032683677125728	1	1056	962	962	6	94	740492	1	CERTIFIED	1	0x77afed5	0x77afed5	1189497893006335899713915974157741771312	388154303826855099024016032683677125728	1	2048	962	962	6	1086	728054	1	1	0x77afed5	0x77afed5,0xaf4fcd5,0xeb4f6d5,0xef5fdaa,0xef6fd95,0x8ef4ded5	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
781	CERTIFIED	1	0xac59ec6e	0xac59ec6e	5083776691067506562552411022740894545964	388154303826855099024016032683677125728	1	1056	974	974	6	82	774337	0	CERTIFIED	1	0xac59ec6e	0xac59ec6e	5083776691067506562552411022740894545964	388154303826855099024016032683677125728	1	2048	974	974	6	1074	716480	0	0	0x562cf637	0x562cf637,0xac59ec6e	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
782	CERTIFIED	1	0x57e42289	0x57e42289	6029968410608664016380123523996127838716	388154303826855099024016032683677125728	1	1056	959	959	6	97	1033551	1	CERTIFIED	1	0x57e42289	0x57e42289	6029968410608664016380123523996127838716	388154303826855099024016032683677125728	1	2048	959	959	6	1089	741266	1	0	0x57e42289	0x57e42289	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
783	CERTIFIED	1	0xdcb1177a	0xdcb1177a	18026231321605442006246553025905605024876	7374931772710246881456304620989865388832	0	33	33	33	1	0	685823	1	CERTIFIED	1	0xdcb1177a	0xdcb1177a	18026231321605442006246553025905605024876	7374931772710246881456304620989865388832	0	64	33	33	1	31	691724	1	0	0xdcb1177a	0xdcb1177a	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
784	CERTIFIED	1	0x524b1947	0x524b1947	741907095017879315512823527138311589964	388154303826855099024016032683677125728	1	1056	984	984	6	72	722029	1	CERTIFIED	1	0x524b1947	0x524b1947	741907095017879315512823527138311589964	388154303826855099024016032683677125728	1	2048	984	984	6	1064	1278348	1	1	0x29259d57	0x29259d57,0x42499957,0x524b1947,0x524b29d7,0x524b3296,0x524b3aae	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
785	CERTIFIED	1	0x3d51b1bb	0x3d51b1bb	9741663691090442859543452310537521459276	7374931772710246881456304620989865388832	0	33	33	33	1	0	664059	0	CERTIFIED	1	0x3d51b1bb	0x3d51b1bb	9741663691090442859543452310537521459276	7374931772710246881456304620989865388832	0	64	33	33	1	31	703049	0	0	0x3d51b1bb	0x3d51b1bb	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
786	CERTIFIED	1	0xb8cf1be4	0xb8cf1be4	1057958088762965683891967291040665570636	388154303826855099024016032683677125728	1	1056	949	949	2	107	738134	0	CERTIFIED	1	0xb8cf1be4	0xb8cf1be4	1057958088762965683891967291040665570636	388154303826855099024016032683677125728	1	2048	949	949	2	1099	716123	0	1	0xb8ce9f64	0xb8ce9f64,0xb8cf1be4	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
787	CERTIFIED	1	0xb458563d	0xb458563d	972336462721751467479334677979670307320	388154303826855099024016032683677125728	1	1056	975	975	6	81	738548	1	CERTIFIED	1	0xb458563d	0xb458563d	972336462721751467479334677979670307320	388154303826855099024016032683677125728	1	2048	975	975	6	1073	741069	1	1	0x34585b9d	0x34585b9d,0x34586b0d,0x5a2c2b9d,0x74592b1d,0xb458563d,0xb45c2b1d	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
788	CERTIFIED	1	0xd518215e	0xd518215e	1193262372662180813004164433735863685164	388154303826855099024016032683677125728	1	1056	972	972	3	84	791574	0	CERTIFIED	1	0xd518215e	0xd518215e	1193262372662180813004164433735863685164	388154303826855099024016032683677125728	1	2048	972	972	3	1076	774904	0	1	0xd518215e	0xd518215e,0xd59852b6,0xd78c215e	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
789	CERTIFIED	1	0xfeace3d2	0xfeace3d2	500019824256071954814567419744395039928	388154303826855099024016032683677125728	1	1056	954	954	3	102	718728	1	CERTIFIED	1	0xfeace3d2	0xfeace3d2	500019824256071954814567419744395039928	388154303826855099024016032683677125728	1	2048	954	954	3	1094	707723	1	1	0xfea987a8	0xfea987a8,0xfeace3d2,0xfed4e3d8	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
790	CERTIFIED	1	0xb831047b	0xb831047b	23096627971703373645465843720999609260636	7374931772710246881456304620989865388832	0	33	33	33	1	0	732157	1	CERTIFIED	1	0xb831047b	0xb831047b	23096627971703373645465843720999609260636	7374931772710246881456304620989865388832	0	64	33	33	1	31	694463	1	0	0xb831047b	0xb831047b	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
791	CERTIFIED	1	0x4acb8a8	0x4acb8a8	1165775202435594220278790556968389858128	388154303826855099024016032683677125728	1	1056	969	969	3	87	730965	0	CERTIFIED	1	0x4acb8a8	0x4acb8a8	1165775202435594220278790556968389858128	388154303826855099024016032683677125728	1	2048	969	969	3	1079	745344	0	1	0x154b8a0	0x154b8a0,0x4acb8a8,0x49597120	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
792	CERTIFIED	1	0x8d5cd22d	0x8d5cd22d	4878880219264733140568571112770314830040	388154303826855099024016032683677125728	1	1056	979	979	4	77	707797	0	CERTIFIED	1	0x8d5cd22d	0x8d5cd22d	4878880219264733140568571112770314830040	388154303826855099024016032683677125728	1	2048	979	979	4	1069	716648	0	0	0x8d5cd22d	0x8d5cd22d	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
793	CERTIFIED	1	0xb7e75dec	0xb7e75dec	949420852666491596200270863090209422052	388154303826855099024016032683677125728	1	1056	969	969	4	87	742317	1	CERTIFIED	1	0xb7e75dec	0xb7e75dec	949420852666491596200270863090209422052	388154303826855099024016032683677125728	1	2048	969	969	4	1079	737164	1	1	0xa7e56eec	0xa7e56eec,0xb7e559da,0xb7e75dec,0xf7e6aeec	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
794	CERTIFIED	1	0xf2af2b2c	0xf2af2b2c	946799994619082856442921891350772531244	388154303826855099024016032683677125728	1	1056	974	974	4	82	710433	1	CERTIFIED	1	0xf2af2b2c	0xf2af2b2c	946799994619082856442921891350772531244	388154303826855099024016032683677125728	1	2048	974	974	4	1074	741649	1	1	0xe55a6b0c	0xe55a6b0c,0xe55e162c,0xe55e770c,0xf2af2b2c	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
795	CERTIFIED	1	0x207b1c00	0x207b1c00	850405601291109110450425272399473271308	388154303826855099024016032683677125728	1	1056	933	933	8	123	775188	1	CERTIFIED	1	0x207b1c00	0x207b1c00	850405601291109110450425272399473271308	388154303826855099024016032683677125728	1	2048	933	933	8	1115	775229	1	1	0x207b1c00	0x207b1c00,0x225b1900,0x22731801,0x227b4c02,0x227b9820,0x31bd8c00,0x513c8c00,0x91398c00	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
796	CERTIFIED	1	0x9cc5eeaf	0x9cc5eeaf	282963446951929449693466724889141889328	20429173885623952580211370141246164512	2	16401	13452	13452	69	2949	1305386	0	CERTIFIED	1	0x9cc5eeaf	0x9cc5eeaf	282963446951929449693466724889141889328	20429173885623952580211370141246164512	2	31808	13452	13452	69	18356	1461781	0	1	0x9cc5eeaf	0x9cc5eeaf,0x9cd1efab	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
797	CERTIFIED	1	0xe39709f9	0xe39709f9	765491277209204803287861467853582954236	388154303826855099024016032683677125728	1	1056	965	965	8	91	805211	1	CERTIFIED	1	0xe39709f9	0xe39709f9	765491277209204803287861467853582954236	388154303826855099024016032683677125728	1	2048	965	965	8	1083	964989	1	1	0xb31749f9	0xb31749f9,0xd39649f9,0xe39709f9,0xe7174df9,0xe72e83d9,0xe72e93a9,0xe73e92f9,0xe76e93f2	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
798	CERTIFIED	1	0xd3545d52	0xd3545d52	268201975179606681666737524754303337200	20429173885623952580211370141246164512	2	16401	14069	14069	45	2332	1317484	1	CERTIFIED	1	0xd3545d52	0xd3545d52	268201975179606681666737524754303337200	20429173885623952580211370141246164512	2	31808	14069	14069	45	17739	1518776	1	1	0xa6a8baa5	0xa6a8baa5,0xd3545d52	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
799	CERTIFIED	1	0xf4e2bcaa	0xf4e2bcaa	934707496257955222272054411983162310884	388154303826855099024016032683677125728	1	1056	982	982	4	74	757446	0	CERTIFIED	1	0xf4e2bcaa	0xf4e2bcaa	934707496257955222272054411983162310884	388154303826855099024016032683677125728	1	2048	982	982	4	1066	757308	0	1	0xe9455caa	0xe9455caa,0xe9d6acaa,0xedc5596a,0xf4e2bcaa	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
800	CERTIFIED	1	0x46f6a11e	0x46f6a11e	18027539981804991138883856608547035432400	7374931772710246881456304620989865388832	0	33	33	33	1	0	681497	0	CERTIFIED	1	0x46f6a11e	0x46f6a11e	18027539981804991138883856608547035432400	7374931772710246881456304620989865388832	0	64	33	33	1	31	653432	0	0	0x46f6a11e	0x46f6a11e	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
801	CERTIFIED	1	0x5e20eb42	0x5e20eb42	305872174300338647317508591305873639796	20429173885623952580211370141246164512	2	16401	13346	13346	55	3055	1370205	1	CERTIFIED	1	0x5e20eb42	0x5e20eb42	305872174300338647317508591305873639796	20429173885623952580211370141246164512	2	31808	13346	13346	55	18462	1822518	1	1	0x5c287782	0x5c287782,0x5e20eb42,0x5e21778a,0x5e24ef0a,0x5e60ef05,0xaf307782	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
802	CERTIFIED	1	0xc468d38	0xc468d38	730456338768792518809567557326597454248	388154303826855099024016032683677125728	1	1056	970	970	2	86	808967	1	CERTIFIED	1	0xc468d38	0xc468d38	730456338768792518809567557326597454248	388154303826855099024016032683677125728	1	2048	970	970	2	1078	1767626	1	1	0xc468d38	0xc468d38,0xc5d1539	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
803	CERTIFIED	1	0xe66a6a9e	0xe66a6a9e	958929816586532117147458309903795930004	388154303826855099024016032683677125728	1	1056	984	984	6	72	783425	1	CERTIFIED	1	0xe66a6a9e	0xe66a6a9e	958929816586532117147458309903795930004	388154303826855099024016032683677125728	1	2048	984	984	6	1064	729596	1	1	0xa66a6c4e	0xa66a6c4e,0xa66ab54f,0xa66b6b4e,0xa675314e,0xb335350e,0xe66a6a9e	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
804	CERTIFIED	1	0xba983fca	0xba983fca	5313536011732059772221416144861177330684	388154303826855099024016032683677125728	1	1056	947	947	5	109	762903	0	CERTIFIED	1	0xba983fca	0xba983fca	5313536011732059772221416144861177330684	388154303826855099024016032683677125728	1	2048	947	947	5	1101	718302	0	0	0xba983fca	0xba983fca	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
805	CERTIFIED	1	0x3032e5b4	0x3032e5b4	729174690620716321395564248650317756116	388154303826855099024016032683677125728	1	1056	971	971	6	85	975066	1	CERTIFIED	1	0x3032e5b4	0x3032e5b4	729174690620716321395564248650317756116	388154303826855099024016032683677125728	1	2048	971	971	6	1077	787953	1	1	0x3032e5b4	0x3032e5b4,0x3033cb6b,0x309964b5,0x3132cdb5,0x321965b1,0x9819e5b5	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
806	CERTIFIED	1	0x8b367ecf	0x8b367ecf	947447346518255247980270581055406650648	388154303826855099024016032683677125728	1	1056	975	975	4	81	851637	1	CERTIFIED	1	0x8b367ecf	0x8b367ecf	947447346518255247980270581055406650648	388154303826855099024016032683677125728	1	2048	975	975	4	1073	841498	1	1	0x8b367ad3	0x8b367ad3,0x8b367ecf,0x9b367b67,0xc58b3d67	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
807	CERTIFIED	1	0xd8e0fd96	0xd8e0fd96	9478705469607485757458602177710210148724	7374931772710246881456304620989865388832	0	33	33	33	1	0	677377	0	CERTIFIED	1	0xd8e0fd96	0xd8e0fd96	9478705469607485757458602177710210148724	7374931772710246881456304620989865388832	0	64	33	33	1	31	659686	0	0	0xd8e0fd96	0xd8e0fd96	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
808	CERTIFIED	1	0xf0da4e46	0xf0da4e46	971699818962801981213399829651552735520	388154303826855099024016032683677125728	1	1056	971	971	3	85	763708	1	CERTIFIED	1	0xf0da4e46	0xf0da4e46	971699818962801981213399829651552735520	388154303826855099024016032683677125728	1	2048	971	971	3	1077	916435	1	1	0xc1b64e44	0xc1b64e44,0xc8da4e4e,0xf0da4e46	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
809	CERTIFIED	1	0x90eff575	0x90eff575	35543643386633049400315255193586602641952	7374931772710246881456304620989865388832	0	33	33	33	1	0	684786	0	CERTIFIED	1	0x90eff575	0x90eff575	35543643386633049400315255193586602641952	7374931772710246881456304620989865388832	0	64	33	33	1	31	679674	0	0	0x90eff575	0x90eff575	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
810	CERTIFIED	1	0x864d3c5d	0x864d3c5d	283559229819461280357650795022701567600	20429173885623952580211370141246164512	2	16401	13654	13654	47	2747	1346759	1	CERTIFIED	1	0x864d3c5d	0x864d3c5d	283559229819461280357650795022701567600	20429173885623952580211370141246164512	2	31808	13654	13654	47	18154	1755736	1	1	0x864d3c5d	0x864d3c5d,0x96529e1d	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
811	CERTIFIED	1	0x7dd5e813	0x7dd5e813	1409178056816054261338674863963869074236	388154303826855099024016032683677125728	1	1056	971	971	5	85	779873	1	CERTIFIED	1	0x7dd5e813	0x7dd5e813	1409178056816054261338674863963869074236	388154303826855099024016032683677125728	1	2048	971	971	5	1077	3432386	1	1	0x6ceaf417	0x6ceaf417,0x6dd5b433,0x6dd5d513,0x7dd5e813,0xedd5e823	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
812	CERTIFIED	1	0x457d94d8	0x457d94d8	716368745763117130947224828857747340720	388154303826855099024016032683677125728	1	1056	976	976	6	80	1090064	1	CERTIFIED	1	0x457d94d8	0x457d94d8	716368745763117130947224828857747340720	388154303826855099024016032683677125728	1	2048	976	976	6	1072	781860	1	1	0x457d94d8	0x457d94d8,0x617d94d4,0x645eca6c,0x656eca4c,0x657c94ac,0x657dd26c	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
813	CERTIFIED	1	0x32796e75	0x32796e75	9960603539691102475265601288231507657764	7374931772710246881456304620989865388832	0	33	33	33	2	0	705289	1	CERTIFIED	1	0x32796e75	0x32796e75	9960603539691102475265601288231507657764	7374931772710246881456304620989865388832	0	64	33	33	2	31	675988	1	0	0x32796e75	0x32796e75,0x32f2d675	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
814	CERTIFIED	1	0x1e9058df	0x1e9058df	9294773934994275127728875491441180934240	7374931772710246881456304620989865388832	0	33	33	33	2	0	1031725	1	CERTIFIED	1	0x1e9058df	0x1e9058df	9294773934994275127728875491441180934240	7374931772710246881456304620989865388832	0	64	33	33	2	31	724339	1	0	0x1e9058df	0x1e9058df,0x1ea0b1b7	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
815	CERTIFIED	1	0xf342d5ab	0xf342d5ab	534391352380462798802863016287981188476	388154303826855099024016032683677125728	1	1056	975	975	5	81	723530	1	CERTIFIED	1	0xf342d5ab	0xf342d5ab	534391352380462798802863016287981188476	388154303826855099024016032683677125728	1	2048	975	975	5	1073	799554	1	1	0xbb42d1af	0xbb42d1af,0xf342d5ab,0xf64ad1ab,0xf6852355,0xf685b2ab	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
816	CERTIFIED	1	0xd0fe1040	0xd0fe1040	1022206872546117417223344681407514544088	388154303826855099024016032683677125728	1	1056	952	952	4	104	767290	0	CERTIFIED	1	0xd0fe1040	0xd0fe1040	1022206872546117417223344681407514544088	388154303826855099024016032683677125728	1	2048	952	952	4	1096	713285	0	1	0xd0fe1040	0xd0fe1040,0xd1765040,0xd1b41040,0xd9ea1040	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
817	CERTIFIED	1	0x45437e6f	0x45437e6f	961116007099745660080842792097440350396	388154303826855099024016032683677125728	1	1056	959	959	4	97	725671	1	CERTIFIED	1	0x45437e6f	0x45437e6f	961116007099745660080842792097440350396	388154303826855099024016032683677125728	1	2048	959	959	4	1089	743257	1	1	0x45437e6f	0x45437e6f,0x4546bf67,0x4546eed7,0x4546fea7	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
818	CERTIFIED	1	0x45073283	0x45073283	1189398301468059327698166786487897791008	388154303826855099024016032683677125728	1	1056	967	967	5	89	707570	1	CERTIFIED	1	0x45073283	0x45073283	1189398301468059327698166786487897791008	388154303826855099024016032683677125728	1	2048	967	967	5	1081	716688	1	1	0x45073283	0x45073283,0xa2c39943,0xc4839963,0xc5069b43,0xc5072941	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
819	CERTIFIED	1	0xa33adfe6	0xa33adfe6	583577347568869884162993805562308350152	388154303826855099024016032683677125728	1	1056	959	959	8	97	737326	1	CERTIFIED	1	0xa33adfe6	0xa33adfe6	583577347568869884162993805562308350152	388154303826855099024016032683677125728	1	2048	959	959	8	1089	1981112	1	1	0x83296ff6	0x83296ff6,0x93956ff6,0xa32a9f76,0xa32aafe6,0xa32adeb6,0xa33adfe6,0xa36adbf6,0xa36adfea	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
820	CERTIFIED	1	0xeafe1dde	0xeafe1dde	13379868112703967622472830048060061762228	7374931772710246881456304620989865388832	0	33	33	33	1	0	652660	0	CERTIFIED	1	0xeafe1dde	0xeafe1dde	13379868112703967622472830048060061762228	7374931772710246881456304620989865388832	0	64	33	33	1	31	693416	0	0	0xeafe1dde	0xeafe1dde	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
821	CERTIFIED	1	0x10b38e60	0x10b38e60	755347972649958117993336653812379917352	388154303826855099024016032683677125728	1	1056	966	966	7	90	708806	1	CERTIFIED	1	0x10b38e60	0x10b38e60	755347972649958117993336653812379917352	388154303826855099024016032683677125728	1	2048	966	966	7	1082	747417	1	1	0x8b32e60	0x8b32e60,0x10b38e60,0x18b11d60,0x18b39cc4,0x1a798e60,0x4c598f60,0x59598e60	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
822	CERTIFIED	1	0x1395531	0x1395531	13852930596820592939878142007720600040472	7374931772710246881456304620989865388832	0	33	33	33	1	0	666398	0	CERTIFIED	1	0x1395531	0x1395531	13852930596820592939878142007720600040472	7374931772710246881456304620989865388832	0	64	33	33	1	31	700418	0	0	0x1395531	0x1395531	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
823	CERTIFIED	1	0xb8cf3d16	0xb8cf3d16	744529598493977772730845198543318201644	388154303826855099024016032683677125728	1	1056	972	972	2	84	714278	0	CERTIFIED	1	0xb8cf3d16	0xb8cf3d16	744529598493977772730845198543318201644	388154303826855099024016032683677125728	1	2048	972	972	2	1076	712852	0	1	0xb2c77d16	0xb2c77d16,0xb8cf3d16	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
824	CERTIFIED	1	0x5cb99bfc	0x5cb99bfc	513437133709754119568237845277955734888	388154303826855099024016032683677125728	1	1056	950	950	4	106	705281	0	CERTIFIED	1	0x5cb99bfc	0x5cb99bfc	513437133709754119568237845277955734888	388154303826855099024016032683677125728	1	2048	950	950	4	1098	1042600	0	1	0x5c3a1bfc	0x5c3a1bfc,0x5c5c9bfe,0x5cb99bfc,0x5d1c9b7c	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
825	CERTIFIED	1	0xf41feeee	0xf41feeee	719571787234901037615872780605176748052	388154303826855099024016032683677125728	1	1056	960	960	4	96	716947	1	CERTIFIED	1	0xf41feeee	0xf41feeee	719571787234901037615872780605176748052	388154303826855099024016032683677125728	1	2048	960	960	4	1088	990271	1	1	0xf41feeee	0xf41feeee,0xf42df36e,0xf48df76a,0xf60df66e	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
826	CERTIFIED	1	0xba3ece75	0xba3ece75	502605278428796010556521727484667028208	388154303826855099024016032683677125728	1	1056	978	978	2	78	711741	1	CERTIFIED	1	0xba3ece75	0xba3ece75	502605278428796010556521727484667028208	388154303826855099024016032683677125728	1	2048	978	978	2	1070	725833	1	1	0xba361ced	0xba361ced,0xba3ece75	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
827	CERTIFIED	1	0xeb011cd7	0xeb011cd7	559393844521981831084204833277523150240	388154303826855099024016032683677125728	1	1056	970	970	5	86	775758	1	CERTIFIED	1	0xeb011cd7	0xeb011cd7	559393844521981831084204833277523150240	388154303826855099024016032683677125728	1	2048	970	970	5	1078	744159	1	1	0x6d411cd7	0x6d411cd7,0xea895cd7,0xea9114d7,0xeb011cd7,0xeb829cd7	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
828	CERTIFIED	1	0x13ad7946	0x13ad7946	729103658042597822782176959632232123360	388154303826855099024016032683677125728	1	1056	977	977	4	79	721290	1	CERTIFIED	1	0x13ad7946	0x13ad7946	729103658042597822782176959632232123360	388154303826855099024016032683677125728	1	2048	977	977	4	1071	729100	1	1	0x13ad7946	0x13ad7946,0x1b96bca7,0x1baabca2,0x9ad6bca6	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
829	CERTIFIED	1	0x131be7a4	0x131be7a4	742045200196040368186270080822687268520	388154303826855099024016032683677125728	1	1056	968	968	6	88	1003203	1	CERTIFIED	1	0x131be7a4	0x131be7a4	742045200196040368186270080822687268520	388154303826855099024016032683677125728	1	2048	968	968	6	1080	770068	1	1	0x119be7a7	0x119be7a7,0x123767a6,0x131be7a4,0x1333e7a2,0x1337cf2e,0x169be7a6	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
830	CERTIFIED	1	0x1eedd51	0x1eedd51	6090486468874254620456827396673919058160	388154303826855099024016032683677125728	1	1056	945	945	5	111	856393	0	CERTIFIED	1	0x1eedd51	0x1eedd51	6090486468874254620456827396673919058160	388154303826855099024016032683677125728	1	2048	945	945	5	1103	731940	0	0	0x1eedd51	0x1eedd51	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
831	CERTIFIED	1	0xb4ba971d	0xb4ba971d	269517704780489651810948431113327105044	20429173885623952580211370141246164512	2	16401	13806	13806	65	2595	1345305	1	CERTIFIED	1	0xb4ba971d	0xb4ba971d	269517704780489651810948431113327105044	20429173885623952580211370141246164512	2	31808	13806	13806	65	18002	1369592	1	1	0xb4ba971d	0xb4ba971d	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
832	CERTIFIED	1	0x6a5cf99a	0x6a5cf99a	1204152689019401054214931465984424350004	388154303826855099024016032683677125728	1	1056	975	975	14	81	782031	1	CERTIFIED	1	0x6a5cf99a	0x6a5cf99a	1204152689019401054214931465984424350004	388154303826855099024016032683677125728	1	2048	975	975	14	1073	763764	1	1	0x2a5d7998	0x2a5d7998,0x2a6e7998,0x6a5cf335,0x6a5cf33a,0x6a5cf35c,0x6a5cf390,0x6a5cf599,0x6a5cf99a,0x6b2f7998,0x6d267998,0x753e7998,0xb50e7998,0xea5e7998,0xeaae7998	1	0	NOT_RUN	0			0	0	0	0	0	COMPLETE	1	0x6a5cf99a	0x6a5cf99a	1204152689019401054214931465984424350004	0	2103	2081854	1
833	CERTIFIED	1	0xf8045e91	0xf8045e91	1918462856755780064902080433590712384124	388154303826855099024016032683677125728	1	1056	958	958	13	98	723425	1	CERTIFIED	1	0xf8045e91	0xf8045e91	1918462856755780064902080433590712384124	388154303826855099024016032683677125728	1	2048	958	958	13	1090	774294	1	1	0x6e045e91	0x6e045e91,0xad045e91,0xc4045e91,0xc8085e91,0xc808ae91,0xd008b691,0xd848bd11,0xd848bd22,0xd888bd21,0xda08bc91,0xdc08ba91,0xf8045e91,0xf8089e91	1	0	NOT_RUN	0			0	0	0	0	0	COMPLETE	1	0xf8045e91	0xf8045e91	1918462856755780064902080433590712384124	0	1151	1228112	1
834	CERTIFIED	1	0xac2eb10f	0xac2eb10f	18233746946404114113293311401033077807000	7374931772710246881456304620989865388832	0	33	33	33	1	0	710604	0	CERTIFIED	1	0xac2eb10f	0xac2eb10f	18233746946404114113293311401033077807000	7374931772710246881456304620989865388832	0	64	33	33	1	31	665391	0	0	0xac2eb10f	0xac2eb10f	0	0	NOT_RUN	0			0	0	0	0	0	COMPLETE	1	0xac2eb10f	0xac2eb10f	18233746946404114113293311401033077807000	0	203	196201	0
835	CERTIFIED	1	0x1124a0a6	0x1124a0a6	1177944126098139960962499561344341043012	388154303826855099024016032683677125728	1	1056	979	979	10	77	737876	1	CERTIFIED	1	0x1124a0a6	0x1124a0a6	1177944126098139960962499561344341043012	388154303826855099024016032683677125728	1	2048	979	979	10	1069	749301	1	1	0x89258a4	0x89258a4,0x109258e6,0x11125aa6,0x112259a6,0x112450a6,0x11249ca6,0x1124a0a6,0x1124b12e,0x1124b147,0x1124b148	1	0	NOT_RUN	0			0	0	0	0	0	COMPLETE	1	0x1124a0a6	0x1124a0a6	1177944126098139960962499561344341043012	0	2009	4395197	1
