trial_id	dedup_status	dedup_complete	dedup_decoded	dedup_ties	dedup_score	dedup_bound	dedup_stop_shell	dedup_generated_attempts	dedup_q_disc	dedup_q_membership	dedup_q_score	dedup_global_duplicates	dedup_total_ns	dedup_ml_error	history_status	history_complete	history_decoded	history_ties	history_score	history_bound	history_stop_shell	history_generated_attempts	history_q_disc	history_q_membership	history_q_score	history_global_duplicates	history_total_ns	history_ml_error	bestpath_shell	bestpath_decoded	bestpath_ties	bestpath_selected_disagreement	bestpath_strict_disjoint	exhaustive_status	exhaustive_complete	exhaustive_decoded	exhaustive_ties	exhaustive_score	exhaustive_evaluated	exhaustive_nodes	exhaustive_total_ns	exhaustive_ml_error	branch_status	branch_complete	branch_decoded	branch_ties	branch_score	branch_evaluated	branch_nodes	branch_total_ns	branch_ml_error
144	CERTIFIED	1	0xc224	0xc224	3328954747321743826	672847735396112944	1	272	236	236	9	36	1978633	0	CERTIFIED	1	0xc224	0xc224	3328954747321743826	672847735396112944	1	512	236	236	9	276	900789	0	1	0x45a4	0x45a4,0x62b4,0x8544,0xb2a4,0xc224,0xc54d,0xc568,0xc684,0xe2a6	1	0	COMPLETE	1	0xc224	0xc224	3328954747321743826	2048	0	415287	0	COMPLETE	1	0xc224	0xc224	3328954747321743826	0	251	84853	0
145	CERTIFIED	1	0x466d	0x466d	34488112503160672720	12784106972526145936	0	17	17	17	1	0	846668	0	CERTIFIED	1	0x466d	0x466d	34488112503160672720	12784106972526145936	0	32	17	17	1	15	873799	0	0	0x466d	0x466d	0	0	COMPLETE	1	0x466d	0x466d	34488112503160672720	2048	0	458347	0	COMPLETE	1	0x466d	0x466d	34488112503160672720	0	53	20425	0
146	CERTIFIED	1	0xcf0a	0xcf0a	3455107532675131120	672847735396112944	1	272	230	230	7	42	908082	1	CERTIFIED	1	0xcf0a	0xcf0a	3455107532675131120	672847735396112944	1	512	230	230	7	282	861851	1	1	0xcf0a	0xcf0a,0xe70b,0xea4a,0xee11,0xee34,0xf74a,0xfe1a	0	0	COMPLETE	1	0xcf0a	0xcf0a	3455107532675131120	2048	0	415687	1	COMPLETE	1	0xcf0a	0xcf0a	3455107532675131120	0	237	77706	1
147	CERTIFIED	1	0x3ec	0x3ec	21110597698053043618	12784106972526145936	0	17	17	17	1	0	1961841	0	CERTIFIED	1	0x3ec	0x3ec	21110597698053043618	12784106972526145936	0	32	17	17	1	15	1803897	0	0	0x3ec	0x3ec	0	0	COMPLETE	1	0x3ec	0x3ec	21110597698053043618	2048	0	476761	0	COMPLETE	1	0x3ec	0x3ec	21110597698053043618	0	115	42203	0
148	CERTIFIED	1	0xf1f0	0xf1f0	5971523651640502378	672847735396112944	1	272	217	217	7	55	872040	1	CERTIFIED	1	0xf1f0	0xf1f0	5971523651640502378	672847735396112944	1	512	217	217	7	295	890974	1	1	0x73f8	0x73f8,0x78f8,0x99f8,0xe978,0xf1f0,0xf3ea,0xfbd8	1	0	COMPLETE	1	0xf1f0	0xf1f0	5971523651640502378	2048	0	441547	1	COMPLETE	1	0xf1f0	0xf1f0	5971523651640502378	0	187	61609	1
149	CERTIFIED	1	0xbf71	0xbf71	1186569777137258734	672847735396112944	1	272	227	227	8	45	875761	1	CERTIFIED	1	0xbf71	0xbf71	1186569777137258734	672847735396112944	1	512	227	227	8	285	1480150	1	1	0x2ef1	0x2ef1,0x5e71,0x9de9,0xadd1,0xbaf9,0xbdb5,0xbf71,0xbfe5	1	0	COMPLETE	1	0xbf71	0xbf71	1186569777137258734	2048	0	413423	1	COMPLETE	1	0xbf71	0xbf71	1186569777137258734	0	441	141827	1
150	CERTIFIED	1	0xfe8e	0xfe8e	107115944424968880214	12784106972526145936	0	17	17	17	1	0	875344	0	CERTIFIED	1	0xfe8e	0xfe8e	107115944424968880214	12784106972526145936	0	32	17	17	1	15	878399	0	0	0xfe8e	0xfe8e	0	0	COMPLETE	1	0xfe8e	0xfe8e	107115944424968880214	2048	0	520857	0	COMPLETE	1	0xfe8e	0xfe8e	107115944424968880214	0	23	9468	0
151	CERTIFIED	1	0xce93	0xce93	18505888416596777938	12784106972526145936	0	17	17	17	1	0	849562	1	CERTIFIED	1	0xce93	0xce93	18505888416596777938	12784106972526145936	0	32	17	17	1	15	1996019	1	0	0xce93	0xce93	0	0	COMPLETE	1	0xce93	0xce93	18505888416596777938	2048	0	459118	1	COMPLETE	1	0xce93	0xce93	18505888416596777938	0	135	46973	1
152	CERTIFIED	1	0xd495	0xd495	18465932580482386600	12784106972526145936	0	17	17	17	1	0	955995	1	CERTIFIED	1	0xd495	0xd495	18465932580482386600	12784106972526145936	0	32	17	17	1	15	842994	1	0	0xd495	0xd495	0	0	COMPLETE	1	0xd495	0xd495	18465932580482386600	2048	0	410727	1	COMPLETE	1	0xd495	0xd495	18465932580482386600	0	117	39922	1
153	CERTIFIED	1	0x290c	0x290c	35202896765727270586	12784106972526145936	0	17	17	17	2	0	880792	0	CERTIFIED	1	0x290c	0x290c	35202896765727270586	12784106972526145936	0	32	17	17	2	15	987884	0	0	0x290c	0x290c,0x2c84	0	0	COMPLETE	1	0x290c	0x290c	35202896765727270586	2048	0	493103	0	COMPLETE	1	0x290c	0x290c	35202896765727270586	0	63	21818	0
154	CERTIFIED	1	0x481e	0x481e	5055211275147111724	672847735396112944	1	272	220	220	4	52	888164	1	CERTIFIED	1	0x481e	0x481e	5055211275147111724	672847735396112944	1	512	220	220	4	292	876907	1	1	0x832	0x832,0x91a,0x141a,0x481e	1	0	COMPLETE	1	0x481e	0x481e	5055211275147111724	2048	0	482472	1	COMPLETE	1	0x481e	0x481e	5055211275147111724	0	221	71805	1
155	CERTIFIED	1	0x61e9	0x61e9	3452900348822322760	672847735396112944	1	272	236	236	9	36	893450	1	CERTIFIED	1	0x61e9	0x61e9	3452900348822322760	672847735396112944	1	512	236	236	9	276	906063	1	1	0x1169	0x1169,0x22d2,0x61e9,0x6291,0x62db,0x6549,0x6ae9,0xb16d,0xe2c9	1	0	COMPLETE	1	0x61e9	0x61e9	3452900348822322760	2048	0	412495	1	COMPLETE	1	0x61e9	0x61e9	3452900348822322760	0	245	82050	1
156	CERTIFIED	1	0x84dd	0x84dd	62411189310956540320	12784106972526145936	0	17	17	17	2	0	1670357	1	CERTIFIED	1	0x84dd	0x84dd	62411189310956540320	12784106972526145936	0	32	17	17	2	15	898326	1	0	0x84dd	0x84dd,0x89b9	0	0	COMPLETE	1	0x84dd	0x84dd	62411189310956540320	2048	0	643554	1	COMPLETE	1	0x84dd	0x84dd	62411189310956540320	0	33	12804	1
157	CERTIFIED	1	0xb7d7	0xb7d7	17631389640244581448	12784106972526145936	0	17	17	17	2	0	958050	1	CERTIFIED	1	0xb7d7	0xb7d7	17631389640244581448	12784106972526145936	0	32	17	17	2	15	878999	1	0	0xb7d7	0xb7d7,0xefad	0	0	COMPLETE	1	0xb7d7	0xb7d7	17631389640244581448	2048	0	1040353	1	COMPLETE	1	0xb7d7	0xb7d7	17631389640244581448	0	103	34330	1
158	CERTIFIED	1	0x7508	0x7508	62493081945978425236	12784106972526145936	0	17	17	17	1	0	872084	0	CERTIFIED	1	0x7508	0x7508	62493081945978425236	12784106972526145936	0	32	17	17	1	15	875430	0	0	0x7508	0x7508	0	0	COMPLETE	1	0x7508	0x7508	62493081945978425236	2048	0	463540	0	COMPLETE	1	0x7508	0x7508	62493081945978425236	0	39	14607	0
159	CERTIFIED	1	0x1afd	0x1afd	47185814375899192204	12784106972526145936	0	17	17	17	2	0	845549	1	CERTIFIED	1	0x1afd	0x1afd	47185814375899192204	12784106972526145936	0	32	17	17	2	15	882433	1	0	0x1afd	0x1afd,0x35fa	0	0	COMPLETE	1	0x1afd	0x1afd	47185814375899192204	2048	0	416401	1	COMPLETE	1	0x1afd	0x1afd	47185814375899192204	0	27	10782	1
160	CERTIFIED	1	0x127e	0x127e	93530396733355503160	12784106972526145936	0	17	17	17	1	0	898279	0	CERTIFIED	1	0x127e	0x127e	93530396733355503160	12784106972526145936	0	32	17	17	1	15	891093	0	0	0x127e	0x127e	0	0	COMPLETE	1	0x127e	0x127e	93530396733355503160	2048	0	456546	0	COMPLETE	1	0x127e	0x127e	93530396733355503160	0	53	18978	0
161	CERTIFIED	1	0x84b2	0x84b2	3284695208398510924	672847735396112944	1	272	235	235	7	37	1244095	1	CERTIFIED	1	0x84b2	0x84b2	3284695208398510924	672847735396112944	1	512	235	235	7	277	909625	1	1	0x975	0x975,0x813a,0x84b2,0x886a,0x8a3a,0x8d76,0xc4bb	1	0	COMPLETE	1	0x84b2	0x84b2	3284695208398510924	2048	0	479340	1	COMPLETE	1	0x84b2	0x84b2	3284695208398510924	0	305	98942	1
162	CERTIFIED	1	0x7944	0x7944	63165929715341664262	12784106972526145936	0	17	17	17	2	0	848161	1	CERTIFIED	1	0x7944	0x7944	63165929715341664262	12784106972526145936	0	32	17	17	2	15	844447	1	0	0x7244	0x7244,0x7944	1	0	COMPLETE	1	0x7944	0x7944	63165929715341664262	2048	0	484604	1	COMPLETE	1	0x7944	0x7944	63165929715341664262	0	25	18350	1
163	CERTIFIED	1	0x12a0	0x12a0	76749031419903928672	12784106972526145936	0	17	17	17	2	0	800618	1	CERTIFIED	1	0x12a0	0x12a0	76749031419903928672	12784106972526145936	0	32	17	17	2	15	774153	1	0	0x950	0x950,0x12a0	1	0	COMPLETE	1	0x12a0	0x12a0	76749031419903928672	2048	0	447866	1	COMPLETE	1	0x12a0	0x12a0	76749031419903928672	0	35	12691	1
164	CERTIFIED	1	0x7ccc	0x7ccc	33647401982004528418	12784106972526145936	0	17	17	17	1	0	1082656	0	CERTIFIED	1	0x7ccc	0x7ccc	33647401982004528418	12784106972526145936	0	32	17	17	1	15	774875	0	0	0x7ccc	0x7ccc	0	0	COMPLETE	1	0x7ccc	0x7ccc	33647401982004528418	2048	0	450740	0	COMPLETE	1	0x7ccc	0x7ccc	33647401982004528418	0	137	41509	0
165	CERTIFIED	1	0x52e3	0x52e3	2609750002966834480	672847735396112944	1	272	231	231	5	41	1461090	1	CERTIFIED	1	0x52e3	0x52e3	2609750002966834480	672847735396112944	1	512	231	231	5	281	714935	1	1	0x573	0x573,0x4371,0x43e5,0x46b3,0x52e3	1	0	COMPLETE	1	0x52e3	0x52e3	2609750002966834480	2048	0	354027	1	COMPLETE	1	0x52e3	0x52e3	2609750002966834480	0	333	90536	1
166	CERTIFIED	1	0xa98a	0xa98a	34446065650764673462	12784106972526145936	0	17	17	17	2	0	935082	1	CERTIFIED	1	0xa98a	0xa98a	34446065650764673462	12784106972526145936	0	32	17	17	2	15	783597	1	0	0xa98a	0xa98a,0xb48a	0	0	COMPLETE	1	0xa98a	0xa98a	34446065650764673462	2048	0	402196	1	COMPLETE	1	0xa98a	0xa98a	34446065650764673462	0	45	13182	1
167	CERTIFIED	1	0x8544	0x8544	47269890655555510654	12784106972526145936	0	17	17	17	1	0	699258	0	CERTIFIED	1	0x8544	0x8544	47269890655555510654	12784106972526145936	0	32	17	17	1	15	651301	0	0	0x8544	0x8544	0	0	COMPLETE	1	0x8544	0x8544	47269890655555510654	2048	0	450231	0	COMPLETE	1	0x8544	0x8544	47269890655555510654	0	81	23037	0
168	CERTIFIED	1	0x236e	0x236e	33691435299868055200	12784106972526145936	0	17	17	17	1	0	687515	0	CERTIFIED	1	0x236e	0x236e	33691435299868055200	12784106972526145936	0	32	17	17	1	15	664200	0	0	0x236e	0x236e	0	0	COMPLETE	1	0x236e	0x236e	33691435299868055200	2048	0	368319	0	COMPLETE	1	0x236e	0x236e	33691435299868055200	0	61	16762	0
169	CERTIFIED	1	0x3e6e	0x3e6e	47230521771379816276	12784106972526145936	0	17	17	17	2	0	654649	0	CERTIFIED	1	0x3e6e	0x3e6e	47230521771379816276	12784106972526145936	0	32	17	17	2	15	663954	0	0	0x3e6e	0x3e6e,0x5f36	0	0	COMPLETE	1	0x3e6e	0x3e6e	47230521771379816276	2048	0	364773	0	COMPLETE	1	0x3e6e	0x3e6e	47230521771379816276	0	75	24230	0
170	CERTIFIED	1	0x3bac	0x3bac	18472792275561772582	12784106972526145936	0	17	17	17	1	0	710709	0	CERTIFIED	1	0x3bac	0x3bac	18472792275561772582	12784106972526145936	0	32	17	17	1	15	690205	0	0	0x3bac	0x3bac	0	0	COMPLETE	1	0x3bac	0x3bac	18472792275561772582	2048	0	377617	0	COMPLETE	1	0x3bac	0x3bac	18472792275561772582	0	93	29578	0
171	CERTIFIED	1	0x6614	0x6614	32852356321679007604	12784106972526145936	0	17	17	17	2	0	669739	0	CERTIFIED	1	0x6614	0x6614	32852356321679007604	12784106972526145936	0	32	17	17	2	15	699673	0	0	0x4c2a	0x4c2a,0x6614	1	0	COMPLETE	1	0x6614	0x6614	32852356321679007604	2048	0	369547	0	COMPLETE	1	0x6614	0x6614	32852356321679007604	0	57	18446	0
172	CERTIFIED	1	0xc863	0xc863	63340646353835395498	12784106972526145936	0	17	17	17	1	0	653244	1	CERTIFIED	1	0xc863	0xc863	63340646353835395498	12784106972526145936	0	32	17	17	1	15	652445	1	0	0xc863	0xc863	0	0	COMPLETE	1	0xc863	0xc863	63340646353835395498	2048	0	368810	1	COMPLETE	1	0xc863	0xc863	63340646353835395498	0	33	9670	1
173	CERTIFIED	1	0x72bf	0x72bf	91930164900851067334	12784106972526145936	0	17	17	17	2	0	806315	0	CERTIFIED	1	0x72bf	0x72bf	91930164900851067334	12784106972526145936	0	32	17	17	2	15	670269	0	0	0x72bf	0x72bf,0xb95f	0	0	COMPLETE	1	0x72bf	0x72bf	91930164900851067334	2048	0	317468	0	COMPLETE	1	0x72bf	0x72bf	91930164900851067334	0	53	14643	0
174	CERTIFIED	1	0x57da	0x57da	1695638680153866124	672847735396112944	1	272	229	229	5	43	776328	1	CERTIFIED	1	0x57da	0x57da	1695638680153866124	672847735396112944	1	512	229	229	5	283	672802	1	1	0x1762	0x1762,0x4bf2,0x56f2,0x57da,0x5fa2	1	0	COMPLETE	1	0x57da	0x57da	1695638680153866124	2048	0	324656	1	COMPLETE	1	0x57da	0x57da	1695638680153866124	0	347	85257	1
175	CERTIFIED	1	0x1583	0x1583	79146051780275100556	12784106972526145936	0	17	17	17	1	0	787011	1	CERTIFIED	1	0x1583	0x1583	79146051780275100556	12784106972526145936	0	32	17	17	1	15	651144	1	0	0x1583	0x1583	0	0	COMPLETE	1	0x1583	0x1583	79146051780275100556	2048	0	333996	1	COMPLETE	1	0x1583	0x1583	79146051780275100556	0	53	14868	1
176	CERTIFIED	1	0x5e8a	0x5e8a	16949707005297722920	12784106972526145936	0	17	17	17	1	0	656303	1	CERTIFIED	1	0x5e8a	0x5e8a	16949707005297722920	12784106972526145936	0	32	17	17	1	15	676222	1	0	0x5e8a	0x5e8a	0	0	COMPLETE	1	0x5e8a	0x5e8a	16949707005297722920	2048	0	374828	1	COMPLETE	1	0x5e8a	0x5e8a	16949707005297722920	0	227	78112	1
177	CERTIFIED	1	0xe56	0xe56	2651674251915112498	672847735396112944	1	272	233	233	1	39	839578	1	CERTIFIED	1	0xe56	0xe56	2651674251915112498	672847735396112944	1	512	233	233	1	279	666348	1	1	0xe56	0xe56	0	0	COMPLETE	1	0xe56	0xe56	2651674251915112498	2048	0	314492	1	COMPLETE	1	0xe56	0xe56	2651674251915112498	0	623	152522	1
178	CERTIFIED	1	0xe0bc	0xe0bc	4165936900850623480	672847735396112944	1	272	226	226	5	46	731512	1	CERTIFIED	1	0xe0bc	0xe0bc	4165936900850623480	672847735396112944	1	512	226	226	5	286	674770	1	1	0x713c	0x713c,0xd8fc,0xe0bc,0xf164,0xf6bc	1	0	COMPLETE	1	0xe0bc	0xe0bc	4165936900850623480	2048	0	355347	1	COMPLETE	1	0xe0bc	0xe0bc	4165936900850623480	0	237	59291	1
179	CERTIFIED	1	0xce68	0xce68	34445943674814913000	12784106972526145936	0	17	17	17	2	0	651601	0	CERTIFIED	1	0xce68	0xce68	34445943674814913000	12784106972526145936	0	32	17	17	2	15	649356	0	0	0xce68	0xce68,0xdcc8	0	0	COMPLETE	1	0xce68	0xce68	34445943674814913000	2048	0	375542	0	COMPLETE	1	0xce68	0xce68	34445943674814913000	0	51	14150	0
180	CERTIFIED	1	0xcbc5	0xcbc5	16029299094421555978	12784106972526145936	0	17	17	17	1	0	984726	1	CERTIFIED	1	0xcbc5	0xcbc5	16029299094421555978	12784106972526145936	0	32	17	17	1	15	657317	1	0	0xcbc5	0xcbc5	0	0	COMPLETE	1	0xcbc5	0xcbc5	16029299094421555978	2048	0	367808	1	COMPLETE	1	0xcbc5	0xcbc5	16029299094421555978	0	257	64763	1
181	CERTIFIED	1	0x98f5	0x98f5	50468129405871759142	12784106972526145936	0	17	17	17	1	0	781620	0	CERTIFIED	1	0x98f5	0x98f5	50468129405871759142	12784106972526145936	0	32	17	17	1	15	650895	0	0	0x98f5	0x98f5	0	0	COMPLETE	1	0x98f5	0x98f5	50468129405871759142	2048	0	362458	0	COMPLETE	1	0x98f5	0x98f5	50468129405871759142	0	27	8055	0
182	CERTIFIED	1	0x7a19	0x7a19	18421898956914725080	12784106972526145936	0	17	17	17	2	0	965856	1	CERTIFIED	1	0x7a19	0x7a19	18421898956914725080	12784106972526145936	0	32	17	17	2	15	707329	1	0	0x7a19	0x7a19,0xf432	0	0	COMPLETE	1	0x7a19	0x7a19	18421898956914725080	2048	0	368586	1	COMPLETE	1	0x7a19	0x7a19	18421898956914725080	0	91	24105	1
183	CERTIFIED	1	0x4236	0x4236	48157538989559327476	12784106972526145936	0	17	17	17	2	0	682658	1	CERTIFIED	1	0x4236	0x4236	48157538989559327476	12784106972526145936	0	32	17	17	2	15	664066	1	0	0x4236	0x4236,0x4936	0	0	COMPLETE	1	0x4236	0x4236	48157538989559327476	2048	0	366965	1	COMPLETE	1	0x4236	0x4236	48157538989559327476	0	37	10876	1
184	CERTIFIED	1	0x30ac	0x30ac	19309204596583500604	12784106972526145936	0	17	17	17	1	0	678449	0	CERTIFIED	1	0x30ac	0x30ac	19309204596583500604	12784106972526145936	0	32	17	17	1	15	685261	0	0	0x30ac	0x30ac	0	0	COMPLETE	1	0x30ac	0x30ac	19309204596583500604	2048	0	437571	0	COMPLETE	1	0x30ac	0x30ac	19309204596583500604	0	91	24503	0
185	CERTIFIED	1	0xced9	0xced9	48111071961079151476	12784106972526145936	0	17	17	17	1	0	691911	0	CERTIFIED	1	0xced9	0xced9	48111071961079151476	12784106972526145936	0	32	17	17	1	15	663385	0	0	0xced9	0xced9	0	0	COMPLETE	1	0xced9	0xced9	48111071961079151476	2048	0	371792	0	COMPLETE	1	0xced9	0xced9	48111071961079151476	0	37	12459	0
186	CERTIFIED	1	0xa2e5	0xa2e5	2530413665919628720	672847735396112944	1	272	230	230	4	42	681206	1	CERTIFIED	1	0xa2e5	0xa2e5	2530413665919628720	672847735396112944	1	512	230	230	4	282	697360	1	1	0x8267	0x8267,0x8561,0x8967,0xa2e5	1	0	COMPLETE	1	0xa2e5	0xa2e5	2530413665919628720	2048	0	313199	1	COMPLETE	1	0xa2e5	0xa2e5	2530413665919628720	0	317	77847	1
187	CERTIFIED	1	0x76c1	0x76c1	78349270026168402640	12784106972526145936	0	17	17	17	1	0	656487	0	CERTIFIED	1	0x76c1	0x76c1	78349270026168402640	12784106972526145936	0	32	17	17	1	15	703842	0	0	0x76c1	0x76c1	0	0	COMPLETE	1	0x76c1	0x76c1	78349270026168402640	2048	0	388884	0	COMPLETE	1	0x76c1	0x76c1	78349270026168402640	0	63	17580	0
188	CERTIFIED	1	0xea25	0xea25	4125859088786471680	672847735396112944	1	272	237	237	8	35	670646	1	CERTIFIED	1	0xea25	0xea25	4125859088786471680	672847735396112944	1	512	237	237	8	275	731056	1	1	0xcd35	0xcd35,0xe534,0xe875,0xea25,0xea4a,0xea6f,0xeab1,0xf575	1	0	COMPLETE	1	0xea25	0xea25	4125859088786471680	2048	0	311500	1	COMPLETE	1	0xea25	0xea25	4125859088786471680	0	247	62967	1
189	CERTIFIED	1	0x535f	0x535f	4044082299541961164	672847735396112944	1	272	234	234	8	38	693075	1	CERTIFIED	1	0x535f	0x535f	4044082299541961164	672847735396112944	1	512	234	234	8	278	736340	1	1	0x125b	0x125b,0x510f,0x5277,0x535f,0x55af,0xa9af,0xd22f,0xd92f	1	0	COMPLETE	1	0x535f	0x535f	4044082299541961164	2048	0	318351	1	COMPLETE	1	0x535f	0x535f	4044082299541961164	0	245	61571	1
190	CERTIFIED	1	0xc2df	0xc2df	76791102776899780876	12784106972526145936	0	17	17	17	2	0	669765	0	CERTIFIED	1	0xc2df	0xc2df	76791102776899780876	12784106972526145936	0	32	17	17	2	15	662195	0	0	0xc2df	0xc2df,0xe16f	0	0	COMPLETE	1	0xc2df	0xc2df	76791102776899780876	2048	0	409964	0	COMPLETE	1	0xc2df	0xc2df	76791102776899780876	0	37	10655	0
191	CERTIFIED	1	0x75d6	0x75d6	47230521771379816276	12784106972526145936	0	17	17	17	1	0	691203	0	CERTIFIED	1	0x75d6	0x75d6	47230521771379816276	12784106972526145936	0	32	17	17	1	15	679292	0	0	0x75d6	0x75d6	0	0	COMPLETE	1	0x75d6	0x75d6	47230521771379816276	2048	0	355584	0	COMPLETE	1	0x75d6	0x75d6	47230521771379816276	0	33	11564	0
192	CERTIFIED	1	0x41e9	0x41e9	20145721468419309022	12784106972526145936	0	17	17	17	1	0	676676	1	CERTIFIED	1	0x41e9	0x41e9	20145721468419309022	12784106972526145936	0	32	17	17	1	15	655549	1	0	0x41e9	0x41e9	0	0	COMPLETE	1	0x41e9	0x41e9	20145721468419309022	4096	0	638978	1	COMPLETE	1	0x41e9	0x41e9	20145721468419309022	0	81	25954	1
193	CERTIFIED	1	0xf91d	0xf91d	77552697373689865516	12784106972526145936	0	17	17	17	2	0	675036	0	CERTIFIED	1	0xf91d	0xf91d	77552697373689865516	12784106972526145936	0	32	17	17	2	15	662127	0	0	0xf23a	0xf23a,0xf91d	1	0	COMPLETE	1	0xf91d	0xf91d	77552697373689865516	4096	0	743699	0	COMPLETE	1	0xf91d	0xf91d	77552697373689865516	0	25	8122	0
194	CERTIFIED	1	0xc347	0xc347	63965169024987520960	12784106972526145936	0	17	17	17	1	0	647062	1	CERTIFIED	1	0xc347	0xc347	63965169024987520960	12784106972526145936	0	32	17	17	1	15	926477	1	0	0xc347	0xc347	0	0	COMPLETE	1	0xc347	0xc347	63965169024987520960	4096	0	692507	1	COMPLETE	1	0xc347	0xc347	63965169024987520960	0	35	11440	1
195	CERTIFIED	1	0x33da	0x33da	32177417536034160658	12784106972526145936	0	17	17	17	2	0	683336	1	CERTIFIED	1	0x33da	0x33da	32177417536034160658	12784106972526145936	0	32	17	17	2	15	662915	1	0	0x32ea	0x32ea,0x33da	1	0	COMPLETE	1	0x33da	0x33da	32177417536034160658	4096	0	682814	1	COMPLETE	1	0x33da	0x33da	32177417536034160658	0	79	48718	1
196	CERTIFIED	1	0x1e67	0x1e67	35373199036515385102	12784106972526145936	0	17	17	17	1	0	680944	1	CERTIFIED	1	0x1e67	0x1e67	35373199036515385102	12784106972526145936	0	32	17	17	1	15	682579	1	0	0x1e67	0x1e67	0	0	COMPLETE	1	0x1e67	0x1e67	35373199036515385102	4096	0	734711	1	COMPLETE	1	0x1e67	0x1e67	35373199036515385102	0	45	13007	1
197	CERTIFIED	1	0x727f	0x727f	5679617778728036746	672847735396112944	1	272	222	222	15	50	695817	1	CERTIFIED	1	0x727f	0x727f	5679617778728036746	672847735396112944	1	512	222	222	15	290	697425	1	1	0x3377	0x3377,0x393f,0x55bf,0x69b7,0x71b7,0x727f,0x734f,0x737a,0x73bd,0x76bf,0x777d,0x799f,0xb9bd,0xd9bf,0xf33f	1	0	COMPLETE	1	0x727f	0x727f	5679617778728036746	4096	0	652452	1	COMPLETE	1	0x727f	0x727f	5679617778728036746	0	175	45783	1
198	CERTIFIED	1	0x440a	0x440a	47438101604357882512	12784106972526145936	0	17	17	17	1	0	675575	0	CERTIFIED	1	0x440a	0x440a	47438101604357882512	12784106972526145936	0	32	17	17	1	15	655808	0	0	0x440a	0x440a	0	0	COMPLETE	1	0x440a	0x440a	47438101604357882512	4096	0	695132	0	COMPLETE	1	0x440a	0x440a	47438101604357882512	0	25	7649	0
199	CERTIFIED	1	0x4eef	0x4eef	17706876245123031574	12784106972526145936	0	17	17	17	2	0	671523	0	CERTIFIED	1	0x4eef	0x4eef	17706876245123031574	12784106972526145936	0	32	17	17	2	15	1046180	0	0	0x1daf	0x1daf,0x4eef	1	0	COMPLETE	1	0x4eef	0x4eef	17706876245123031574	4096	0	649590	0	COMPLETE	1	0x4eef	0x4eef	17706876245123031574	0	115	32012	0
200	CERTIFIED	1	0x5003	0x5003	8118561744459834568	672847735396112944	1	272	225	225	17	47	669559	1	CERTIFIED	1	0x5003	0x5003	8118561744459834568	672847735396112944	1	512	225	225	17	287	683689	1	1	0x2d03	0x2d03,0x4207,0x4803,0x5003,0x5209,0x5245,0x5263,0x5282,0x5501,0x5983,0x5a07,0x6b03,0x7206,0x7303,0xa103,0xb903,0xd213	1	0	COMPLETE	1	0x5003	0x5003	8118561744459834568	4096	0	1131263	1	COMPLETE	1	0x5003	0x5003	8118561744459834568	0	137	111111	1
201	CERTIFIED	1	0x42b9	0x42b9	18508211768020786738	12784106972526145936	0	17	17	17	2	0	1926247	1	CERTIFIED	1	0x42b9	0x42b9	18508211768020786738	12784106972526145936	0	32	17	17	2	15	1306834	1	0	0x42b9	0x42b9,0x42f5	0	0	COMPLETE	1	0x42b9	0x42b9	18508211768020786738	4096	0	2001806	1	COMPLETE	1	0x42b9	0x42b9	18508211768020786738	0	95	76667	1
202	CERTIFIED	1	0xff25	0xff25	123093632167877397814	12784106972526145936	0	17	17	17	2	0	1979392	0	CERTIFIED	1	0xff25	0xff25	123093632167877397814	12784106972526145936	0	32	17	17	2	15	915974	0	0	0xfe4a	0xfe4a,0xff25	1	0	COMPLETE	1	0xff25	0xff25	123093632167877397814	4096	0	892569	0	COMPLETE	1	0xff25	0xff25	123093632167877397814	0	25	11089	0
203	CERTIFIED	1	0xad19	0xad19	34443846222656784280	12784106972526145936	0	17	17	17	2	0	1135876	0	CERTIFIED	1	0xad19	0xad19	34443846222656784280	12784106972526145936	0	32	17	17	2	15	864770	0	0	0xaa89	0xaa89,0xad19	1	0	COMPLETE	1	0xad19	0xad19	34443846222656784280	4096	0	837607	0	COMPLETE	1	0xad19	0xad19	34443846222656784280	0	67	25625	0
204	CERTIFIED	1	0x8b57	0x8b57	16874436549332223862	12784106972526145936	0	17	17	17	1	0	1337907	1	CERTIFIED	1	0x8b57	0x8b57	16874436549332223862	12784106972526145936	0	32	17	17	1	15	1485580	1	0	0x8b57	0x8b57	0	0	COMPLETE	1	0x8b57	0x8b57	16874436549332223862	4096	0	1660596	1	COMPLETE	1	0x8b57	0x8b57	16874436549332223862	0	135	59930	1
205	CERTIFIED	1	0x9400	0x9400	152654782394496244570	12784106972526145936	0	17	17	17	2	0	1086938	0	CERTIFIED	1	0x9400	0x9400	152654782394496244570	12784106972526145936	0	32	17	17	2	15	979043	0	0	0x9400	0x9400,0xca00	0	0	COMPLETE	1	0x9400	0x9400	152654782394496244570	4096	0	1287653	0	COMPLETE	1	0x9400	0x9400	152654782394496244570	0	25	23357	0
206	CERTIFIED	1	0x521a	0x521a	32177411727655600636	12784106972526145936	0	17	17	17	2	0	1089361	1	CERTIFIED	1	0x521a	0x521a	32177411727655600636	12784106972526145936	0	32	17	17	2	15	1131422	1	0	0x4a1a	0x4a1a,0x521a	1	0	COMPLETE	1	0x521a	0x521a	32177411727655600636	4096	0	1174270	1	COMPLETE	1	0x521a	0x521a	32177411727655600636	0	51	43497	1
