id	ind	cr	ac	ind_ns	cr_ns	ac_ns
586	194771712877822168	194771712877822168	154932044334631270	121	5467	40561
587	194771712877822168	194771712877822168	154932044334631270	117	5412	40539
588	35413038705058576	35413038705058576	10251142783043272	108	5383	40179
589	35413038705058576	35413038705058576	10251142783043272	101	5500	40109
590	35413038705058576	35413038705058576	10251142783043272	102	5541	40082
591	35413038705058576	35413038705058576	10251142783043272	102	5365	40131
592	27025740064386808	27025740064386808	10251142783043272	119	5304	40323
593	27025740064386808	27025740064386808	10251142783043272	117	5149	40236
594	18638441423715040	18638441423715040	10251142783043272	103	5100	39874
595	18638441423715040	18638441423715040	10251142783043272	103	5037	39729
596	10251142783043272	10251142783043272	10251142783043272	103	5030	39457
597	10251142783043272	10251142783043272	10251142783043272	115	5034	39277
598	1863844142371504	1863844142371504	649893023326906	102	4983	38988
599	1863844142371504	1863844142371504	649893023326906	118	4909	39004
600	242898032477996772784	242898032477996772784	242898032477996772784	102	6389	47049
601	242898032477996772784	242898032477996772784	242898032477996772784	102	6378	44838
602	185369551101629116072	185369551101629116072	27166227316618060114	102	6119	44193
603	185369551101629116072	185369551101629116072	27166227316618060114	102	6070	45570
604	127841069725261459360	127841069725261459360	27166227316618060114	116	5962	42846
605	127841069725261459360	127841069725261459360	27166227316618060114	102	5967	45435
606	70312588348893802648	70312588348893802648	27166227316618060114	103	5847	42530
607	70312588348893802648	70312588348893802648	27166227316618060114	102	5793	49842
608	12784106972526145936	12784106972526145936	2186755140037367068	116	11396	42386
609	12784106972526145936	12784106972526145936	2186755140037367068	108	5758	42378
610	12784106972526145936	12784106972526145936	2186755140037367068	94	5871	42437
611	12784106972526145936	12784106972526145936	2186755140037367068	103	5768	42156
612	9756292163243637688	9756292163243637688	2186755140037367068	102	5769	42440
613	9756292163243637688	9756292163243637688	2186755140037367068	102	5663	42556
614	6728477353961129440	6728477353961129440	2186755140037367068	102	5633	42172
615	6728477353961129440	6728477353961129440	2186755140037367068	103	5587	42201
616	3700662544678621192	3700662544678621192	2186755140037367068	103	5596	41621
617	3700662544678621192	3700662544678621192	2186755140037367068	102	5458	41720
618	672847735396112944	672847735396112944	154932044334631270	103	5544	41504
619	672847735396112944	672847735396112944	154932044334631270	103	5617	41438
620	672847735396112944	672847735396112944	154932044334631270	102	5442	41451
621	672847735396112944	672847735396112944	154932044334631270	104	5599	41382
622	513489061223349352	513489061223349352	154932044334631270	102	5361	41653
623	513489061223349352	513489061223349352	154932044334631270	101	5334	41569
624	354130387050585760	354130387050585760	154932044334631270	102	5226	43329
625	354130387050585760	354130387050585760	154932044334631270	102	5516	41153
626	194771712877822168	194771712877822168	154932044334631270	104	5158	40885
627	194771712877822168	194771712877822168	154932044334631270	104	5168	40746
628	35413038705058576	35413038705058576	10251142783043272	102	5074	40499
629	35413038705058576	35413038705058576	10251142783043272	102	5174	40357
630	35413038705058576	35413038705058576	10251142783043272	103	5137	40293
631	35413038705058576	35413038705058576	10251142783043272	103	5156	40401
632	27025740064386808	27025740064386808	10251142783043272	102	4974	40706
633	27025740064386808	27025740064386808	10251142783043272	102	4918	40428
634	18638441423715040	18638441423715040	10251142783043272	103	4838	40092
635	18638441423715040	18638441423715040	10251142783043272	103	4814	40328
636	10251142783043272	10251142783043272	10251142783043272	102	4765	39511
637	10251142783043272	10251142783043272	10251142783043272	102	4822	39711
638	1863844142371504	1863844142371504	649893023326906	102	4677	39340
639	1863844142371504	1863844142371504	649893023326906	102	4752	39342
640	242898032477996772784	242898032477996772784	96766128261572558920	102	6876	55186
641	242898032477996772784	242898032477996772784	96766128261572558920	129	6527	45293
642	185369551101629116072	185369551101629116072	96766128261572558920	114	6431	44377
643	185369551101629116072	156605310413445287716	96766128261572558920	113	6325	43660
644	127841069725261459360	127841069725261459360	64892296602359672578	115	6150	46050
645	127841069725261459360	55930468004801888470	19475074463122048858	117	6215	42825
646	70312588348893802648	70312588348893802648	64892296602359672578	117	6172	42707
647	70312588348893802648	41548347660709974292	19475074463122048858	115	5963	42478
648	12784106972526145936	12784106972526145936	7485431056281756502	117	6031	42332
649	12784106972526145936	12784106972526145936	7485431056281756502	116	6105	42203
650	12784106972526145936	12784106972526145936	7485431056281756502	118	5937	42201
651	12784106972526145936	12784106972526145936	7485431056281756502	115	5931	42277
652	9756292163243637688	9756292163243637688	5849907821350761742	117	5928	42830
653	9756292163243637688	8242384758602383564	5849907821350761742	118	5961	42426
654	6728477353961129440	6728477353961129440	4172337734023767724	117	5862	42207
655	6728477353961129440	2943708842357994130	1781957621432313844	120	5797	42212
656	3700662544678621192	3700662544678621192	3541303870505857600	117	5734	41914
657	3700662544678621192	2186755140037367068	1781957621432313844	116	5681	41763
658	672847735396112944	672847735396112944	473649392680158454	116	5590	41575
659	672847735396112944	672847735396112944	473649392680158454	118	5606	41309
660	672847735396112944	672847735396112944	473649392680158454	118	5540	41529
661	672847735396112944	672847735396112944	473649392680158454	116	5544	41432
662	513489061223349352	513489061223349352	347729553877441516	117	5505	42327
663	513489061223349352	433809724136967556	347729553877441516	117	5490	42396
664	354130387050585760	354130387050585760	259436391386547094	104	6015	42453
665	354130387050585760	154932044334631270	100414603170264778	115	5390	41384
666	194771712877822168	194771712877822168	188481238897318342	117	5305	41112
667	194771712877822168	115092375791440372	100414603170264778	117	5324	40912
668	35413038705058576	35413038705058576	27025740064386808	116	5200	40588
669	35413038705058576	35413038705058576	27025740064386808	117	5190	40335
670	35413038705058576	35413038705058576	27025740064386808	116	5188	40387
671	35413038705058576	35413038705058576	27025740064386808	117	5224	40276
672	27025740064386808	27025740064386808	20398380127401706	118	5149	41191
673	27025740064386808	22832090744050924	20398380127401706	117	5178	40743
674	18638441423715040	18638441423715040	15751371575249368	123	5060	40219
675	18638441423715040	8154318122875330	7375995395832382	116	4987	40242
676	10251142783043272	10251142783043272	10030424397762436	116	4881	39719
677	10251142783043272	6057493462707388	5505697499505298	116	4943	67594
678	1863844142371504	1863844142371504	1532766564450250	126	4886	47101
679	1863844142371504	1863844142371504	1532766564450250	117	4823	39550
680	242898032477996772784	242898032477996772784	93532714276400951938	107	6727	48899
681	242898032477996772784	242898032477996772784	93532714276400951938	270	6957	47199
682	185369551101629116072	185369551101629116072	63258870192088845760	101	6349	46995
683	185369551101629116072	142223190069353373538	63258870192088845760	116	6432	46750
684	127841069725261459360	127841069725261459360	63258870192088845760	101	6163	43258
685	127841069725261459360	55930468004801888470	19304894779691964280	102	6333	43277
686	70312588348893802648	70312588348893802648	48786476028417069658	102	6097	46878
687	70312588348893802648	41548347660709974292	17711534564728169218	128	8454	46839
688	12784106972526145936	12784106972526145936	6606861523671388804	119	5951	42301
689	12784106972526145936	12784106972526145936	6606861523671388804	103	5923	42237
690	12784106972526145936	12784106972526145936	6606861523671388804	103	5917	42225
691	12784106972526145936	12784106972526145936	6606861523671388804	101	5891	42171
692	9756292163243637688	9756292163243637688	5891844314554120582	102	5925	42448
693	9756292163243637688	7485431056281756502	4883161293820700062	103	5836	42424
694	6728477353961129440	6728477353961129440	4883161293820700062	117	5744	42125
695	6728477353961129440	2943708842357994130	1773000795988625182	102	5778	42053
696	3700662544678621192	3700662544678621192	3324662966974157044	102	5762	41841
697	3700662544678621192	2186755140037367068	1067050771507686040	101	5749	41693
698	672847735396112944	672847735396112944	473649392680158454	101	5628	41616
699	672847735396112944	672847735396112944	473649392680158454	102	5560	41413
700	672847735396112944	672847735396112944	473649392680158454	99	5757	41379
701	672847735396112944	672847735396112944	473649392680158454	117	5553	41603
702	513489061223349352	513489061223349352	391873230933608716	102	5495	44954
703	513489061223349352	393970055593776658	296848157691648796	103	5540	41429
704	354130387050585760	354130387050585760	296848157691648796	104	5420	41457
705	354130387050585760	154932044334631270	97980892553615560	102	5504	41188
706	194771712877822168	194771712877822168	182080405724174098	103	5309	41034
707	194771712877822168	115092375791440372	93206099673142738	103	5567	40835
708	35413038705058576	35413038705058576	27025740064386808	102	5406	40488
709	35413038705058576	35413038705058576	27025740064386808	102	5290	45870
710	35413038705058576	35413038705058576	27025740064386808	127	5282	40560
711	35413038705058576	35413038705058576	27025740064386808	101	5261	40500
712	27025740064386808	27025740064386808	22721731551410506	102	5176	40887
713	27025740064386808	20735266083882982	16320898378266262	102	5284	40595
714	18638441423715040	18638441423715040	16320898378266262	102	5092	40418
715	18638441423715040	8154318122875330	5505697499505298	102	5003	40152
716	10251142783043272	10251142783043272	9809706012481600	102	4959	40015
717	10251142783043272	6057493462707388	5279170735664440	103	4974	39641
718	1863844142371504	1863844142371504	1532766564450250	118	4778	39308
719	1863844142371504	1863844142371504	1532766564450250	103	4876	39178
720	242898032477996772784	242898032477996772784	123890652065505056632	103	6660	47305
721	242898032477996772784	242898032477996772784	123890652065505056632	102	6472	45110
722	185369551101629116072	185369551101629116072	61568608797608203672	102	6498	47417
723	185369551101629116072	170987430757537201894	61568608797608203672	102	6484	43453
724	127841069725261459360	127841069725261459360	61568608797608203672	99	6266	43028
725	127841069725261459360	84694708692985716826	20902680979118496106	103	6210	42976
726	70312588348893802648	70312588348893802648	61568608797608203672	99	6197	42494
727	70312588348893802648	41548347660709974292	17622573438702872266	102	6092	42432
728	12784106972526145936	12784106972526145936	8122865752972810870	102	6052	42459
729	12784106972526145936	12784106972526145936	8122865752972810870	102	6048	42227
730	12784106972526145936	12784106972526145936	8122865752972810870	101	6000	42073
731	12784106972526145936	12784106972526145936	8122865752972810870	102	6029	42029
732	9756292163243637688	9756292163243637688	4851819283110821350	102	5996	42493
733	9756292163243637688	8999338460923010626	4851819283110821350	102	5938	42414
734	6728477353961129440	6728477353961129440	4851819283110821350	101	5859	42085
735	6728477353961129440	4457616246999248254	1857094806484758436	103	5790	41934
736	3700662544678621192	3700662544678621192	3337911878469567226	102	5787	41662
737	3700662544678621192	2186755140037367068	1684457567515515076	102	5845	41445
738	672847735396112944	672847735396112944	593168398309731148	102	5733	41468
739	672847735396112944	672847735396112944	593168398309731148	103	5662	41318
740	672847735396112944	672847735396112944	593168398309731148	101	5663	41281
741	672847735396112944	672847735396112944	593168398309731148	102	5624	47897
742	513489061223349352	513489061223349352	261870102003196312	129	5972	42357
743	513489061223349352	473649392680158454	261870102003196312	101	5575	42091
744	354130387050585760	354130387050585760	261870102003196312	102	5486	41582
745	354130387050585760	234611381421013066	137581500463441342	103	5471	41269
746	194771712877822168	194771712877822168	182190764916814516	103	5358	41248
747	194771712877822168	115092375791440372	93119279698877146	102	5310	40959
748	35413038705058576	35413038705058576	33316214044890634	102	5274	40674
749	35413038705058576	35413038705058576	33316214044890634	116	5297	40274
750	35413038705058576	35413038705058576	33316214044890634	102	5287	38948
751	35413038705058576	35413038705058576	33316214044890634	96	4973	37856
752	27025740064386808	27025740064386808	14224073718098320	97	4956	38488
753	27025740064386808	24928915404218866	15879461607704590	96	4918	38092
754	18638441423715040	18638441423715040	14224073718098320	96	4829	37582
755	18638441423715040	12347967443211214	7474737831352756	96	4731	37632
756	10251142783043272	10251142783043272	9699346819841182	96	4751	37528
757	10251142783043272	6057493462707388	5836775077426552	97	4644	36969
758	1863844142371504	1863844142371504	1863844142371504	96	4547	38501
759	1863844142371504	1863844142371504	1863844142371504	103	4797	39021
760	242898032477996772784	242898032477996772784	155848356711124660654	99	6671	47635
761	242898032477996772784	242898032477996772784	155848356711124660654	102	6522	45429
762	185369551101629116072	185369551101629116072	83937754990665089764	103	6457	48350
763	185369551101629116072	170987430757537201894	83937754990665089764	109	5993	42919
764	127841069725261459360	127841069725261459360	83937754990665089764	102	6195	43283
765	127841069725261459360	84694708692985716826	22584665434151106844	102	6336	43252
766	70312588348893802648	70312588348893802648	33938970968960512774	102	6129	43088
767	70312588348893802648	41548347660709974292	22584665434151106844	102	6188	47892
768	12784106972526145936	12784106972526145936	9756292163243637688	110	5780	42776
769	12784106972526145936	12784106972526145936	9756292163243637688	102	6023	42694
770	12784106972526145936	12784106972526145936	9756292163243637688	103	6004	42538
771	12784106972526145936	12784106972526145936	9756292163243637688	102	6059	42446
772	9756292163243637688	9756292163243637688	5174730280776684418	103	6012	41272
773	9756292163243637688	8999338460923010626	5174730280776684418	96	5643	40119
774	6728477353961129440	6728477353961129440	5174730280776684418	96	5545	46657
775	6728477353961129440	4457616246999248254	1945620304118053738	121	5534	40306
776	3700662544678621192	3700662544678621192	2543215332265917208	107	5478	39876
777	3700662544678621192	2186755140037367068	1746421961402099248	119	5376	39982
778	672847735396112944	672847735396112944	553328729766540250	109	5312	39424
779	672847735396112944	672847735396112944	553328729766540250	109	5205	39286
780	672847735396112944	672847735396112944	553328729766540250	102	5259	43044
781	672847735396112944	672847735396112944	553328729766540250	121	5291	39462
782	513489061223349352	513489061223349352	312193893847226920	103	5685	42400
783	513489061223349352	473649392680158454	312193893847226920	94	5186	39474
784	354130387050585760	354130387050585760	312193893847226920	96	5080	39214
785	354130387050585760	234611381421013066	142240737180983200	97	5185	39243
786	194771712877822168	194771712877822168	173693107083502330	96	5058	39036
787	194771712877822168	115092375791440372	106705077150768604	97	5071	38750
788	35413038705058576	35413038705058576	31219389384722692	97	5001	38551
789	35413038705058576	35413038705058576	31219389384722692	96	4903	38375
790	35413038705058576	35413038705058576	31219389384722692	96	4982	38432
791	35413038705058576	35413038705058576	31219389384722692	96	4930	38341
792	27025740064386808	27025740064386808	18528082231074622	96	4953	38858
793	27025740064386808	24928915404218866	18528082231074622	98	4837	38386
794	18638441423715040	18638441423715040	18528082231074622	96	4697	38162
795	18638441423715040	12347967443211214	9583179248640742	96	4674	37946
796	10251142783043272	10251142783043272	9368269241919928	96	4731	37771
797	10251142783043272	6057493462707388	5726415884786134	96	4726	37596
798	1863844142371504	1863844142371504	1753484949731086	95	4623	37183
799	1863844142371504	1863844142371504	1753484949731086	96	4624	36967
800	242898032477996772784	242898032477996772784	107113615265166311392	93	6329	44338
801	242898032477996772784	242898032477996772784	107113615265166311392	97	6227	42270
802	185369551101629116072	185369551101629116072	48069472353832273912	94	6132	41356
803	185369551101629116072	170987430757537201894	48069472353832273912	97	6179	42557
804	127841069725261459360	127841069725261459360	48069472353832273912	96	6440	41616
805	127841069725261459360	84694708692985716826	20019679042258562146	118	6185	40401
806	70312588348893802648	70312588348893802648	46431044929621268152	110	5811	40285
807	70312588348893802648	41548347660709974292	16912092573240981226	109	5783	40102
808	12784106972526145936	12784106972526145936	7279721521200017350	110	5819	39889
809	12784106972526145936	12784106972526145936	7279721521200017350	109	5774	39730
810	12784106972526145936	12784106972526145936	7279721521200017350	107	5621	39641
811	12784106972526145936	12784106972526145936	7279721521200017350	109	5653	39801
812	9756292163243637688	9756292163243637688	4880512673197330030	96	5669	39980
813	9756292163243637688	8999338460923010626	4880512673197330030	108	5638	39814
814	6728477353961129440	6728477353961129440	4880512673197330030	96	5654	45737
815	6728477353961129440	4457616246999248254	1810621020334235596	119	5640	39863
816	3700662544678621192	3700662544678621192	2569811897692257946	109	5444	39356
817	3700662544678621192	2186755140037367068	1013822790383644432	97	5364	39343
818	672847735396112944	672847735396112944	509295411903013468	96	5331	39282
819	672847735396112944	672847735396112944	509295411903013468	97	5301	38841
820	672847735396112944	672847735396112944	509295411903013468	97	5381	39068
821	672847735396112944	672847735396112944	509295411903013468	96	5408	39014
822	513489061223349352	513489061223349352	341549439089578108	97	5346	39319
823	513489061223349352	473649392680158454	341549439089578108	96	5192	39289
824	354130387050585760	354130387050585760	296708756606208268	105	5156	41445
825	354130387050585760	234611381421013066	135135511718676982	96	5245	38718
826	194771712877822168	194771712877822168	172878099860290822	95	5159	38692
827	194771712877822168	115092375791440372	93198762773909026	96	5088	38514
828	35413038705058576	35413038705058576	33316214044890634	96	5123	38248
829	35413038705058576	35413038705058576	33316214044890634	97	5012	38185
830	35413038705058576	35413038705058576	33316214044890634	96	4996	38056
831	35413038705058576	35413038705058576	33316214044890634	96	5132	37952
832	27025740064386808	27025740064386808	20073110928040474	97	4945	38333
833	27025740064386808	24928915404218866	20073110928040474	96	4929	38147
834	18638441423715040	18638441423715040	15879461607704590	96	4816	38133
835	18638441423715040	12347967443211214	7351812589805476	97	4775	37887
836	10251142783043272	10251142783043272	9333418970559796	96	4681	37693
837	10251142783043272	6057493462707388	5139769650223912	96	4657	37289
838	1863844142371504	1863844142371504	1863844142371504	96	4585	37261
839	1863844142371504	1863844142371504	1863844142371504	96	4601	36963
840	242898032477996772784	242898032477996772784	63210300530569941796	97	6344	43046
841	242898032477996772784	242898032477996772784	63210300530569941796	96	6140	41386
842	185369551101629116072	185369551101629116072	63210300530569941796	95	6052	40517
843	185369551101629116072	142223190069353373538	63210300530569941796	96	6032	40009
844	127841069725261459360	127841069725261459360	63210300530569941796	98	5909	39632
845	127841069725261459360	55930468004801888470	17708978266753490062	95	5946	42408
846	70312588348893802648	70312588348893802648	33644845684029849262	95	5769	39322
847	70312588348893802648	41548347660709974292	17708978266753490062	96	7984	39168
848	12784106972526145936	12784106972526145936	5009081132623417000	110	5916	41592
849	12784106972526145936	12784106972526145936	5009081132623417000	102	6010	48155
850	12784106972526145936	12784106972526145936	5009081132623417000	128	6284	41629
851	12784106972526145936	12784106972526145936	5009081132623417000	96	5566	41070
852	9756292163243637688	9756292163243637688	5009081132623417000	109	5571	46011
853	9756292163243637688	7485431056281756502	4969020745694945266	115	5896	41629
854	6728477353961129440	6728477353961129440	4880604995846020906	103	5855	41287
855	6728477353961129440	2943708842357994130	1020589551406070062	103	5954	41261
856	3700662544678621192	3700662544678621192	2527735054111671760	115	5722	39513
857	3700662544678621192	2186755140037367068	1020589551406070062	96	5351	38432
858	672847735396112944	672847735396112944	387679581613272832	97	5392	38318
859	672847735396112944	672847735396112944	387679581613272832	96	5321	38103
860	672847735396112944	672847735396112944	387679581613272832	97	5201	37908
861	672847735396112944	672847735396112944	387679581613272832	97	5249	37913
862	513489061223349352	513489061223349352	347619194684801098	96	5236	38248
863	513489061223349352	393970055593776658	343303569414704752	96	5247	38171
864	354130387050585760	354130387050585760	296713615692981472	96	5121	37930
865	354130387050585760	154932044334631270	93199018515318142	96	5148	38516
866	194771712877822168	194771712877822168	172878355601699938	96	5597	38402
867	194771712877822168	115092375791440372	93199018515318142	96	5004	37226
868	35413038705058576	35413038705058576	26915380871746390	96	4985	36936
869	35413038705058576	35413038705058576	26915380871746390	96	4935	36969
870	35413038705058576	35413038705058576	26915380871746390	96	4941	36890
871	35413038705058576	35413038705058576	26915380871746390	98	4965	37543
872	27025740064386808	27025740064386808	20392571748841684	102	5189	37604
873	27025740064386808	20735266083882982	20165433576731350	96	4896	37174
874	18638441423715040	18638441423715040	15971784256395466	96	4743	36805
875	18638441423715040	8154318122875330	5144628736997116	96	4725	36541
876	10251142783043272	10251142783043272	9338278057333000	97	4797	36385
877	10251142783043272	6057493462707388	5144628736997116	110	4607	36060
878	1863844142371504	1863844142371504	1643125757090668	95	4545	35930
879	1863844142371504	1863844142371504	1643125757090668	97	4660	35911
880	242898032477996772784	242898032477996772784	79146400282988701876	96	6334	48639
881	242898032477996772784	242898032477996772784	79146400282988701876	119	6207	41444
882	185369551101629116072	185369551101629116072	79146400282988701876	96	6176	41076
883	185369551101629116072	156605310413445287716	79146400282988701876	96	6052	40363
884	127841069725261459360	127841069725261459360	79146400282988701876	97	5900	40069
885	127841069725261459360	55930468004801888470	18547720358986056382	110	5937	40271
886	70312588348893802648	70312588348893802648	63964942498223680102	95	5849	39921
887	70312588348893802648	41548347660709974292	18547720358986056382	96	5709	42585
888	12784106972526145936	12784106972526145936	5770228484264379946	96	5691	45388
889	12784106972526145936	12784106972526145936	5770228484264379946	121	5591	39402
890	12784106972526145936	12784106972526145936	5770228484264379946	109	5528	39278
891	12784106972526145936	12784106972526145936	5770228484264379946	95	5661	39420
892	9756292163243637688	9756292163243637688	5770228484264379946	95	5634	39689
893	9756292163243637688	8242384758602383564	4964937455567249800	110	5599	39485
894	6728477353961129440	6728477353961129440	4922553717214769266	97	5610	39319
895	6728477353961129440	2943708842357994130	1733149510688314240	90	5464	39366
896	3700662544678621192	3700662544678621192	3451030050925995676	96	5376	38993
897	3700662544678621192	2186755140037367068	1733149510688314240	110	5311	38754
898	672847735396112944	672847735396112944	513489061223349352	97	5246	38650
899	672847735396112944	672847735396112944	513489061223349352	95	5221	38518
900	672847735396112944	672847735396112944	513489061223349352	96	5194	38469
901	672847735396112944	672847735396112944	513489061223349352	96	5356	38387
902	513489061223349352	513489061223349352	352033562390417818	96	5248	38798
903	513489061223349352	433809724136967556	301152166204625098	96	5140	38871
904	354130387050585760	354130387050585760	298921443133441912	96	5140	38711
905	354130387050585760	154932044334631270	95663349508166782	97	5074	38214
906	194771712877822168	194771712877822168	192674888217654226	96	5113	38028
907	194771712877822168	115092375791440372	95663349508166782	97	4957	37791
908	35413038705058576	35413038705058576	29122564724554750	95	4875	40444
909	35413038705058576	35413038705058576	29122564724554750	97	4896	37527
910	35413038705058576	35413038705058576	29122564724554750	95	4877	49131
911	35413038705058576	35413038705058576	29122564724554750	121	4936	37521
912	27025740064386808	27025740064386808	20624906891242564	108	4922	38088
913	27025740064386808	22832090744050924	17946938670937684	97	4830	37724
914	18638441423715040	18638441423715040	17829532193506990	96	4880	37594
915	18638441423715040	8154318122875330	5616056692145716	97	4724	36897
916	10251142783043272	10251142783043272	10251142783043272	96	4644	36723
917	10251142783043272	6057493462707388	5616056692145716	96	4780	36378
918	1863844142371504	1863844142371504	1643125757090668	96	4531	36267
919	1863844142371504	1863844142371504	1643125757090668	96	4545	36170
920	242898032477996772784	242898032477996772784	78475416391734960436	96	6294	44047
921	242898032477996772784	242898032477996772784	78475416391734960436	96	6251	41555
922	185369551101629116072	185369551101629116072	78475416391734960436	96	6052	41284
923	185369551101629116072	156605310413445287716	34492532679244849462	98	6182	40704
924	127841069725261459360	127841069725261459360	34492532679244849462	110	6032	40209
925	127841069725261459360	55930468004801888470	18512405417341122622	113	6040	40443
926	70312588348893802648	70312588348893802648	32053478354320411222	107	5747	40071
927	70312588348893802648	27166227316618060114	18512405417341122622	108	5955	42415
928	12784106972526145936	12784106972526145936	7319555381364648226	115	6124	42685
929	12784106972526145936	12784106972526145936	7319555381364648226	115	6773	42382
930	12784106972526145936	12784106972526145936	7319555381364648226	114	6039	39890
931	12784106972526145936	12784106972526145936	7319555381364648226	107	5606	41578
932	9756292163243637688	9756292163243637688	5728291991061021106	97	5667	39509
933	9756292163243637688	8242384758602383564	3413287207042972720	98	5657	39435
934	6728477353961129440	6728477353961129440	3413287207042972720	95	5508	39052
935	6728477353961129440	2943708842357994130	1731290829549107200	97	5514	39046
936	3700662544678621192	3700662544678621192	3240772249727624560	96	5470	38800
937	3700662544678621192	1429801437716740006	1142193459234555916	113	5343	47233
938	672847735396112944	672847735396112944	469345384167182152	102	5645	41336
939	672847735396112944	672847735396112944	469345384167182152	95	5650	41210
940	672847735396112944	672847735396112944	469345384167182152	103	5614	41243
941	672847735396112944	672847735396112944	469345384167182152	103	5627	39528
942	513489061223349352	513489061223349352	385472397760464472	96	5266	39171
943	513489061223349352	433809724136967556	261422856854074618	97	5330	38973
944	354130387050585760	354130387050585760	261422856854074618	97	5126	38587
945	354130387050585760	154932044334631270	99955113766062262	97	5110	38303
946	194771712877822168	194771712877822168	181743519767692822	96	5133	38114
947	194771712877822168	75252707248249474	64542057183568906	95	4990	38169
948	35413038705058576	35413038705058576	29122564724554750	97	5005	37765
949	35413038705058576	35413038705058576	29122564724554750	96	4935	40392
950	35413038705058576	35413038705058576	29122564724554750	97	5409	37922
951	35413038705058576	35413038705058576	29122564724554750	97	4906	37715
952	27025740064386808	27025740064386808	22384845594929230	96	4874	38351
953	27025740064386808	22832090744050924	15855922389329764	96	4939	38361
954	18638441423715040	18638441423715040	15855922389329764	96	4750	37689
955	18638441423715040	8154318122875330	7357620121539640	96	4678	37408
956	10251142783043272	10251142783043272	10030424397762436	98	4730	37167
957	10251142783043272	3960668802539446	3629591224618192	96	4647	36973
958	1863844142371504	1863844142371504	1643125757090668	98	4625	42575
959	1863844142371504	1863844142371504	1643125757090668	126	4650	36370
960	242898032477996772784	242898032477996772784	78395847413841219058	102	6286	42115
961	242898032477996772784	242898032477996772784	78395847413841219058	96	6186	40392
962	185369551101629116072	185369551101629116072	78395847413841219058	93	5943	39928
963	185369551101629116072	142223190069353373538	49627302717144414400	97	6025	39888
964	127841069725261459360	127841069725261459360	49627302717144414400	97	5891	39514
965	127841069725261459360	55930468004801888470	18508217576399346760	96	5889	39496
966	70312588348893802648	70312588348893802648	32971887555473969818	97	5758	39196
967	70312588348893802648	41548347660709974292	18508217576399346760	96	5794	39231
968	12784106972526145936	12784106972526145936	5807860968954762484	95	5746	38990
969	12784106972526145936	12784106972526145936	5807860968954762484	96	5669	38895
970	12784106972526145936	12784106972526145936	5807860968954762484	95	5595	40810
971	12784106972526145936	12784106972526145936	5807860968954762484	97	6266	38937
972	9756292163243637688	9756292163243637688	5807860968954762484	96	5554	39124
973	9756292163243637688	7485431056281756502	4207646867290141462	96	5601	39266
974	6728477353961129440	6728477353961129440	4207646867290141462	96	5450	38879
975	6728477353961129440	2943708842357994130	1731070416867961102	96	5485	38883
976	3700662544678621192	3700662544678621192	3289109576104127644	96	5413	38781
977	3700662544678621192	2186755140037367068	1062630595423509298	95	5408	38487
978	672847735396112944	672847735396112944	389776406273440774	97	5349	38387
979	672847735396112944	672847735396112944	389776406273440774	97	5400	38384
980	672847735396112944	672847735396112944	389776406273440774	96	9049	38477
981	672847735396112944	672847735396112944	389776406273440774	135	28632	38541
982	513489061223349352	513489061223349352	389776406273440774	115	5303	38668
983	513489061223349352	393970055593776658	261294766821619396	96	5293	40781
984	354130387050585760	354130387050585760	261294766821619396	106	5701	42236
985	354130387050585760	154932044334631270	95767594618112440	107	5742	41957
986	194771712877822168	194771712877822168	177549870447356938	106	5761	41850
987	194771712877822168	115092375791440372	60354216241793044	106	5547	41450
988	35413038705058576	35413038705058576	24928915404218866	106	5688	40234
989	35413038705058576	35413038705058576	24928915404218866	105	5342	38015
990	35413038705058576	35413038705058576	24928915404218866	97	4884	37456
991	35413038705058576	35413038705058576	24928915404218866	96	5505	38313
992	27025740064386808	27025740064386808	24818556211578448	95	4877	37556
993	27025740064386808	20735266083882982	15849180808674226	97	4906	37508
994	18638441423715040	18638441423715040	15849180808674226	96	4740	36905
995	18638441423715040	8154318122875330	5273362357104418	97	4747	36749
996	10251142783043272	10251142783043272	9809706012481600	96	4728	36807
997	10251142783043272	6057493462707388	5254698315194098	447	4628	42081
998	1863844142371504	1863844142371504	1532766564450250	115	4614	36101
999	1863844142371504	1863844142371504	1532766564450250	102	4506	36275
1000	242898032477996772784	242898032477996772784	64095503231495854618	95	6279	43538
1001	242898032477996772784	242898032477996772784	64095503231495854618	97	6110	42002
1002	185369551101629116072	185369551101629116072	64095503231495854618	96	6093	41000
1003	185369551101629116072	156605310413445287716	64013727069749304880	97	6219	40598
1004	127841069725261459360	127841069725261459360	64013727069749304880	97	6957	40437
1005	127841069725261459360	55930468004801888470	17755567882591696000	96	5957	40224
1006	70312588348893802648	70312588348893802648	33729067784558437738	96	5793	40191
1007	70312588348893802648	27166227316618060114	17751263874078719698	96	5797	39918
1008	12784106972526145936	12784106972526145936	6604654339818580444	95	5697	40782
1009	12784106972526145936	12784106972526145936	6604654339818580444	96	5812	39902
1010	12784106972526145936	12784106972526145936	6604654339818580444	96	5644	39738
1011	12784106972526145936	12784106972526145936	6604654339818580444	95	5602	40464
1012	9756292163243637688	9756292163243637688	5053114450486943782	103	6260	41216
1013	9756292163243637688	8242384758602383564	4964827096374609382	109	5617	40000
1014	6728477353961129440	6728477353961129440	4964827096374609382	97	5665	39473
1015	6728477353961129440	2943708842357994130	1104567088626868138	96	5482	39690
1016	3700662544678621192	3700662544678621192	3328961167108573324	109	5415	41621
