id	ind	cr	ac	ind_ns	cr_ns	ac_ns
2909	20429173885623952580211370141246164512	20429173885623952580211370141246164512	8439157959941025814874960296325451092	209	20634	398385
2910	20429173885623952580211370141246164512	20429173885623952580211370141246164512	8439157959941025814874960296325451092	190	20783	394090
2911	20429173885623952580211370141246164512	20429173885623952580211370141246164512	8439157959941025814874960296325451092	182	20784	394529
2912	15590685333765648021740256160424704496	15590685333765648021740256160424704496	6557709676814596881630371330895259022	194	20665	398468
2913	15590685333765648021740256160424704496	13171441057836495742504699170013974488	6557709676814596881630371330895259022	209	20588	401779
2914	10752196781907343463269142179603244480	10752196781907343463269142179603244480	6557709676814596881630371330895259022	211	20468	413505
2915	10752196781907343463269142179603244480	4704086092084462765180249703576419460	2086873295741216320039645354276619858	209	20420	392780
2916	5913708230049038904798028198781784464	5913708230049038904798028198781784464	5142760787256799209516514010017067252	174	20424	391715
2917	5913708230049038904798028198781784464	2284841816155310485944692713165689452	1483830666644614715957334848065898654	181	25668	403021
2918	1075219678190734346326914217960324448	1075219678190734346326914217960324448	543013446838876694186561526977124206	211	20351	390910
2919	1075219678190734346326914217960324448	1075219678190734346326914217960324448	543013446838876694186561526977124206	193	20064	407904
2920	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	23096530515729337719284506283546172941480	199	23573	427676
2921	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	23096530515729337719284506283546172941480	214	23184	419545
2922	106936510704298579781116417004353048138064	106936510704298579781116417004353048138064	19166533799127880827691308961846030104698	206	22991	418439
2923	106936510704298579781116417004353048138064	86194515093551010427020560257819051731974	18474459988343580454062163790374952584298	208	23053	412872
2924	73749317727102468814563046209898653888320	73749317727102468814563046209898653888320	18474459988343580454062163790374952584298	188	22782	418497
2925	73749317727102468814563046209898653888320	23968528261308302364732990018217062513704	5364005991398426382360461153703966278138	209	22835	415039
2926	40562124749906357848009675415444259638576	40562124749906357848009675415444259638576	18474459988343580454062163790374952584298	195	22648	418907
2927	40562124749906357848009675415444259638576	19820129139158788493913818668910263232486	5120739121536018105243495759326533627760	195	22512	408155
2928	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	2136263718724613358012605527849696213382	194	22345	417311
2929	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	2136263718724613358012605527849696213382	206	22244	408704
2930	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	2136263718724613358012605527849696213382	194	22170	409564
2931	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	2136263718724613358012605527849696213382	194	22062	408394
2932	5628237405489398935848232473913318323056	5628237405489398935848232473913318323056	1894203130261045498767691620199254329684	191	22088	422672
2933	5628237405489398935848232473913318323056	4536553425976368969843187381990476406946	1894203130261045498767691620199254329684	203	22457	408631
2934	3881543038268550990240160326836771257280	3881543038268550990240160326836771257280	1894203130261045498767691620199254329684	207	21959	408260
2935	3881543038268550990240160326836771257280	1261501487437279071828052106221950658616	487147128856991426006738360487698086724	182	22132	416584
2936	2134848671047703044632088179760224191504	2134848671047703044632088179760224191504	1444189907940312984383460356378618692982	195	21834	411273
2937	2134848671047703044632088179760224191504	1043164691534673078627043087837382275394	487147128856991426006738360487698086724	213	21788	408011
2938	388154303826855099024016032683677125728	388154303826855099024016032683677125728	148150716000491171641555081603264512974	209	21520	404279
2939	388154303826855099024016032683677125728	388154303826855099024016032683677125728	148150716000491171641555081603264512974	194	21493	409017
2940	388154303826855099024016032683677125728	388154303826855099024016032683677125728	148150716000491171641555081603264512974	195	21482	409938
2941	388154303826855099024016032683677125728	388154303826855099024016032683677125728	148150716000491171641555081603264512974	211	21432	406236
2942	296223021341547312413064867048069385424	296223021341547312413064867048069385424	148150716000491171641555081603264512974	195	21489	409268
2943	296223021341547312413064867048069385424	238765969788229945781220388525814547734	148150716000491171641555081603264512974	210	21449	405869
2944	204291738856239525802113701412461645120	204291738856239525802113701412461645120	148150716000491171641555081603264512974	194	21396	410771
2945	204291738856239525802113701412461645120	66394815128277845885686952959050034664	28900448651035016896540022787986966138	212	29734	402776
2946	112360456370931739191162535776853904816	112360456370931739191162535776853904816	87501405465416788293919440777009846116	195	21061	404652
2947	112360456370931739191162535776853904816	54903404817614372559318057254599067126	28229920705152557452648294511946960920	181	21089	412006
2948	20429173885623952580211370141246164512	20429173885623952580211370141246164512	9182187609230398651120156237913132528	211	20675	405863
2949	20429173885623952580211370141246164512	20429173885623952580211370141246164512	9182187609230398651120156237913132528	201	20597	403493
2950	20429173885623952580211370141246164512	20429173885623952580211370141246164512	9182187609230398651120156237913132528	196	20699	400757
2951	20429173885623952580211370141246164512	20429173885623952580211370141246164512	9182187609230398651120156237913132528	194	20690	408784
2952	15590685333765648021740256160424704496	15590685333765648021740256160424704496	9182187609230398651120156237913132528	211	20650	404605
2953	15590685333765648021740256160424704496	12566629988854207672695809922411291986	9145055000497905346109330833181619728	220	20741	425879
2954	10752196781907343463269142179603244480	10752196781907343463269142179603244480	8402217174271297103574946174090288448	209	20617	403775
2955	10752196781907343463269142179603244480	3494463954119886625562471208371054456	1620011932979787141394939386073133738	194	20592	413619
2956	5913708230049038904798028198781784464	5913708230049038904798028198781784464	5210148198741066401067807183234779666	209	20454	402900
2957	5913708230049038904798028198781784464	2889652885137598555753581960768371954	1620011932979787141394939386073133738	187	20372	403700
2958	1075219678190734346326914217960324448	1075219678190734346326914217960324448	620918472898895697627358582503925970	183	20297	399801
2959	1075219678190734346326914217960324448	1075219678190734346326914217960324448	620918472898895697627358582503925970	196	20346	406116
2960	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	27005558945170803733720156145745919738280	210	23148	416164
2961	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	27005558945170803733720156145745919738280	174	23049	428301
2962	106936510704298579781116417004353048138064	106936510704298579781116417004353048138064	27005558945170803733720156145745919738280	206	23486	436975
2963	106936510704298579781116417004353048138064	86194515093551010427020560257819051731974	18235093111500416535294367981922870148698	217	23535	440158
2964	73749317727102468814563046209898653888320	73749317727102468814563046209898653888320	18235093111500416535294367981922870148698	216	23278	423591
2965	73749317727102468814563046209898653888320	28116927383457816235552161367523861794922	5569744329790082488383390093819742425338	200	23337	422729
2966	40562124749906357848009675415444259638576	40562124749906357848009675415444259638576	13623808023389729883849306725556514779458	198	23171	422828
2967	40562124749906357848009675415444259638576	15671730017009274623094647319603463951268	5108140864860062109518874927302739815360	200	22999	428811
2968	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	2148428723350354951346445877403785453022	216	22953	423180
2969	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	2148428723350354951346445877403785453022	201	22677	419572
2970	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	2148428723350354951346445877403785453022	200	22906	419368
2971	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	2148428723350354951346445877403785453022	199	22729	436114
2972	5628237405489398935848232473913318323056	5628237405489398935848232473913318323056	2148428723350354951346445877403785453022	217	22661	435186
2973	5628237405489398935848232473913318323056	4536553425976368969843187381990476406946	1469735310327351356563465742103960246164	200	22995	424444
2974	3881543038268550990240160326836771257280	3881543038268550990240160326836771257280	1469735310327351356563465742103960246164	199	22697	421583
2975	3881543038268550990240160326836771257280	1479838283339885065029061124606519041838	511481234312610334694871654901396931924	200	22767	427384
2976	2134848671047703044632088179760224191504	2134848671047703044632088179760224191504	1191345647639486581223639411126583990164	200	28466	419715
2977	2134848671047703044632088179760224191504	824827895632067085426034069452813892172	295691285919835011967507215337408396178	197	22204	419489
2978	388154303826855099024016032683677125728	388154303826855099024016032683677125728	138641638839603096669677988739557634436	200	22063	416961
2979	388154303826855099024016032683677125728	388154303826855099024016032683677125728	138641638839603096669677988739557634436	200	22114	415732
2980	388154303826855099024016032683677125728	388154303826855099024016032683677125728	138641638839603096669677988739557634436	188	22174	425500
2981	388154303826855099024016032683677125728	388154303826855099024016032683677125728	138641638839603096669677988739557634436	213	23942	426681
2982	296223021341547312413064867048069385424	296223021341547312413064867048069385424	138641638839603096669677988739557634436	203	21800	420092
2983	296223021341547312413064867048069385424	238765969788229945781220388525814547734	111161641950347363843873931699278142974	201	22084	421892
2984	204291738856239525802113701412461645120	204291738856239525802113701412461645120	111161641950347363843873931699278142974	199	21854	427736
2985	204291738856239525802113701412461645120	77886225438941319212055848663501002202	28934146724790533775581131789521839378	215	21814	417474
2986	112360456370931739191162535776853904816	112360456370931739191162535776853904816	86926677428158305386747585713275019694	200	21524	420110
2987	112360456370931739191162535776853904816	43411994506950899232949161550148099588	18687816325947075995035939935379810262	190	21598	412962
2988	20429173885623952580211370141246164512	20429173885623952580211370141246164512	9212070077393449730575689752583579008	201	21372	492951
2989	20429173885623952580211370141246164512	20429173885623952580211370141246164512	9212070077393449730575689752583579008	214	23828	425298
2990	20429173885623952580211370141246164512	20429173885623952580211370141246164512	9212070077393449730575689752583579008	188	21393	419008
2991	20429173885623952580211370141246164512	20429173885623952580211370141246164512	9212070077393449730575689752583579008	206	21337	415653
2992	15590685333765648021740256160424704496	15590685333765648021740256160424704496	9210487776252539881360194183535054106	201	21198	412041
2993	15590685333765648021740256160424704496	12566629988854207672695809922411291986	7263337298264274323815420682532699248	201	21307	426260
2994	10752196781907343463269142179603244480	10752196781907343463269142179603244480	7263337298264274323815420682532699248	217	21135	410772
2995	10752196781907343463269142179603244480	4099275023102174695371360455973736958	2127660896602842479050001447051200364	200	21177	417141
2996	5913708230049038904798028198781784464	5913708230049038904798028198781784464	5179899354674830458585077969353999328	186	21151	412025
2997	5913708230049038904798028198781784464	2284841816155310485944692713165689452	1517549123976618698742083015147963738	188	20916	423580
2998	1075219678190734346326914217960324448	1075219678190734346326914217960324448	585456586623097541972556733080235130	218	20555	421524
2999	1075219678190734346326914217960324448	1075219678190734346326914217960324448	585456586623097541972556733080235130	187	20616	411117
3000	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	39957720523701145332419612960660860610144	188	23670	445120
3001	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	39957720523701145332419612960660860610144	196	23617	438988
3002	106936510704298579781116417004353048138064	106936510704298579781116417004353048138064	26881068754710901712120560636479314730224	225	23366	435283
3003	106936510704298579781116417004353048138064	94491313337850038168658902956432650294410	26881068754710901712120560636479314730224	186	23599	432854
3004	73749317727102468814563046209898653888320	73749317727102468814563046209898653888320	26881068754710901712120560636479314730224	212	23335	430786
3005	73749317727102468814563046209898653888320	44710523872055871718828846764751058919794	6251437044449574151472835189341581418594	218	23058	435658
3006	40562124749906357848009675415444259638576	40562124749906357848009675415444259638576	13379968714987983419368414497952771711424	226	23021	425101
3007	40562124749906357848009675415444259638576	28116927383457816235552161367523861794922	5563192214502719224088674540700447424914	221	23191	433571
3008	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	3485193917252844933990676673058148433438	206	22891	422825
3009	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	3485193917252844933990676673058148433438	205	22714	432945
3010	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	3485193917252844933990676673058148433438	226	22547	428597
3011	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	3485193917252844933990676673058148433438	225	22598	426194
3012	5628237405489398935848232473913318323056	5628237405489398935848232473913318323056	2565212612366800709630573996012967275918	204	22707	425493
3013	5628237405489398935848232473913318323056	4973227017781580956245205418759613173390	2565212612366800709630573996012967275918	195	22975	428431
3014	3881543038268550990240160326836771257280	3881543038268550990240160326836771257280	2565212612366800709630573996012967275918	198	22231	431741
3015	3881543038268550990240160326836771257280	2353185466950309037833097198144792574726	547359798242057264331158238876230563148	205	22332	428181
3016	2134848671047703044632088179760224191504	2134848671047703044632088179760224191504	1167059133651338848030423153387906362758	214	23277	431568
3017	2134848671047703044632088179760224191504	1479838283339885065029061124606519041838	511136386139591215521465573158276142428	207	22150	424430
3018	388154303826855099024016032683677125728	388154303826855099024016032683677125728	243979654592970541597460393561971977140	207	21777	437836
3019	388154303826855099024016032683677125728	388154303826855099024016032683677125728	243979654592970541597460393561971977140	204	21743	423346
3020	388154303826855099024016032683677125728	388154303826855099024016032683677125728	243979654592970541597460393561971977140	218	21866	426459
3021	388154303826855099024016032683677125728	388154303826855099024016032683677125728	243979654592970541597460393561971977140	208	21841	420588
3022	296223021341547312413064867048069385424	296223021341547312413064867048069385424	159302480122280909161052606995118204540	201	21749	459682
3023	296223021341547312413064867048069385424	261748790409556892433958179934716482810	159302480122280909161052606995118204540	212	21808	423305
3024	204291738856239525802113701412461645120	204291738856239525802113701412461645120	159302480122280909161052606995118204540	221	21583	436429
3025	204291738856239525802113701412461645120	123851866681595212517531431481304872354	40299820744455960922745645118989418230	216	27477	426524
3026	112360456370931739191162535776853904816	112360456370931739191162535776853904816	63883743827645408699009165760613479110	213	21589	429665
3027	112360456370931739191162535776853904816	77886225438941319212055848663501002202	32637097400420699932490358370281847634	206	21284	426674
3028	20429173885623952580211370141246164512	20429173885623952580211370141246164512	14788003432475989427270170313956236962	225	21208	420308
3029	20429173885623952580211370141246164512	20429173885623952580211370141246164512	14788003432475989427270170313956236962	222	21307	425425
3030	20429173885623952580211370141246164512	20429173885623952580211370141246164512	14788003432475989427270170313956236962	207	21085	425286
3031	20429173885623952580211370141246164512	20429173885623952580211370141246164512	14788003432475989427270170313956236962	222	21130	424651
3032	15590685333765648021740256160424704496	15590685333765648021740256160424704496	10262438589065047646304056452825077482	213	21309	420863
3033	15590685333765648021740256160424704496	13776252126818783812313588417616656990	10262438589065047646304056452825077482	197	21170	441834
3034	10752196781907343463269142179603244480	10752196781907343463269142179603244480	10262438589065047646304056452825077482	197	20972	426581
3035	10752196781907343463269142179603244480	6518519299031326974606917446384466966	2322553037425482803097855477617516588	218	20821	419820
3036	5913708230049038904798028198781784464	5913708230049038904798028198781784464	3967113375700467475019897971845497192	187	20808	425866
3037	5913708230049038904798028198781784464	4099275023102174695371360455973736958	2188425423358411185608410561879773308	199	20719	420242
3038	1075219678190734346326914217960324448	1075219678190734346326914217960324448	845604862090737534286916025693611336	200	20418	427214
3039	1075219678190734346326914217960324448	1075219678190734346326914217960324448	845604862090737534286916025693611336	216	20535	417054
3040	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	18716991083080301258011453730416295485658	200	23983	428835
3041	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	18716991083080301258011453730416295485658	211	23821	425627
3042	106936510704298579781116417004353048138064	106936510704298579781116417004353048138064	18716991083080301258011453730416295485658	198	23680	437599
3043	106936510704298579781116417004353048138064	82046115971401496556201388908512252450756	18716991083080301258011453730416295485658	215	23948	434928
3044	73749317727102468814563046209898653888320	73749317727102468814563046209898653888320	18716991083080301258011453730416295485658	211	23399	425289
3045	73749317727102468814563046209898653888320	23968528261308302364732990018217062513704	5133503915995845515977668914065551675200	201	23347	431198
3046	40562124749906357848009675415444259638576	40562124749906357848009675415444259638576	18014736369502709970437615788786973066978	208	23160	420389
3047	40562124749906357848009675415444259638576	19820129139158788493913818668910263232486	5133503915995845515977668914065551675200	199	23103	424933
3048	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	1892926208388746037941640325410378829484	206	23012	418811
3049	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	1892926208388746037941640325410378829484	200	22704	420543
3050	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	1892926208388746037941640325410378829484	200	22974	426005
3051	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	1892926208388746037941640325410378829484	217	22773	429426
3052	5628237405489398935848232473913318323056	5628237405489398935848232473913318323056	1892926208388746037941640325410378829484	207	23629	430275
3053	5628237405489398935848232473913318323056	4318216630073762976642178363605908023724	1892926208388746037941640325410378829484	214	24416	452092
3054	3881543038268550990240160326836771257280	3881543038268550990240160326836771257280	1892926208388746037941640325410378829484	229	23946	451541
3055	3881543038268550990240160326836771257280	1261501487437279071828052106221950658616	486575908618238883827052983552480182142	229	24070	450846
3056	2134848671047703044632088179760224191504	2134848671047703044632088179760224191504	1166480815350117044276673007268093281484	238	26436	465364
3057	2134848671047703044632088179760224191504	1043164691534673078627043087837382275394	486575908618238883827052983552480182142	211	23809	438622
3058	388154303826855099024016032683677125728	388154303826855099024016032683677125728	123889200426801415946580480614630009174	202	21160	399018
3059	388154303826855099024016032683677125728	388154303826855099024016032683677125728	123889200426801415946580480614630009174	200	22234	416501
3060	388154303826855099024016032683677125728	388154303826855099024016032683677125728	123889200426801415946580480614630009174	187	22083	419829
3061	388154303826855099024016032683677125728	388154303826855099024016032683677125728	123889200426801415946580480614630009174	183	22068	433949
3062	296223021341547312413064867048069385424	296223021341547312413064867048069385424	123889200426801415946580480614630009174	216	22118	413256
3063	296223021341547312413064867048069385424	227274559477566472454851492821363580196	123889200426801415946580480614630009174	199	22697	420173
3064	204291738856239525802113701412461645120	204291738856239525802113701412461645120	123889200426801415946580480614630009174	217	21679	409265
3065	204291738856239525802113701412461645120	66394815128277845885686952959050034664	28226383525450896896343443279844812720	203	21852	421017
3066	112360456370931739191162535776853904816	112360456370931739191162535776853904816	63943842108400058509782919939356407618	219	21524	410364
3067	112360456370931739191162535776853904816	54903404817614372559318057254599067126	28226383525450896896343443279844812720	201	21642	413287
3068	20429173885623952580211370141246164512	20429173885623952580211370141246164512	7899779938825003465135869624705208946	201	21657	410776
3069	20429173885623952580211370141246164512	20429173885623952580211370141246164512	7899779938825003465135869624705208946	199	21380	419029
3070	20429173885623952580211370141246164512	20429173885623952580211370141246164512	7899779938825003465135869624705208946	199	21445	417156
3071	20429173885623952580211370141246164512	20429173885623952580211370141246164512	7899779938825003465135869624705208946	213	21243	413215
3072	15590685333765648021740256160424704496	15590685333765648021740256160424704496	7899779938825003465135869624705208946	199	21489	410226
3073	15590685333765648021740256160424704496	11961818919871919602886920674808609484	7899779938825003465135869624705208946	199	21234	417296
3074	10752196781907343463269142179603244480	10752196781907343463269142179603244480	7832671526931480196347740227164749048	217	21081	419696
3075	10752196781907343463269142179603244480	3494463954119886625562471208371054456	2090410201900756327511175736015567382	215	21032	408105
3076	5913708230049038904798028198781784464	5913708230049038904798028198781784464	3936675570373004119559363965539545546	196	21106	412685
3077	5913708230049038904798028198781784464	2889652885137598555753581960768371954	2090410201900756327511175736015567382	187	20830	408744
3078	1075219678190734346326914217960324448	1075219678190734346326914217960324448	516491829897611099056755791240808032	200	20741	417603
3079	1075219678190734346326914217960324448	1075219678190734346326914217960324448	516491829897611099056755791240808032	216	20711	435751
3080	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	35786202414725895801395121305092395094280	216	24182	434153
3081	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	35786202414725895801395121305092395094280	185	23870	434149
3082	106936510704298579781116417004353048138064	106936510704298579781116417004353048138064	26528594767658683100530535646755692378178	211	23905	433562
3083	106936510704298579781116417004353048138064	90342914215700524297839731607125851013192	26528594767658683100530535646755692378178	227	23692	435144
3084	73749317727102468814563046209898653888320	73749317727102468814563046209898653888320	26528594767658683100530535646755692378178	224	23407	426169
3085	73749317727102468814563046209898653888320	32265326505607330106371332716830661076140	6031883459766666281418914575890609549338	208	23470	426229
3086	40562124749906357848009675415444259638576	40562124749906357848009675415444259638576	26528594767658683100530535646755692378178	202	23027	441336
3087	40562124749906357848009675415444259638576	23968528261308302364732990018217062513704	5544640952026286665583936383346572564280	225	22949	422400
3088	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	3045326401132127792702619471228563354462	202	23036	420447
3089	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	3045326401132127792702619471228563354462	198	22693	421955
3090	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	3045326401132127792702619471228563354462	214	22743	424449
3091	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	3045326401132127792702619471228563354462	197	22762	429114
3092	5628237405489398935848232473913318323056	5628237405489398935848232473913318323056	2087006805423800540960444022235442158004	215	22843	434784
3093	5628237405489398935848232473913318323056	4754890221878974963044196400375044790168	2087006805423800540960444022235442158004	237	23147	424789
3094	3881543038268550990240160326836771257280	3881543038268550990240160326836771257280	2087006805423800540960444022235442158004	215	22763	428473
3095	3881543038268550990240160326836771257280	1698175079242491058230070142991087425060	535804346416641060644109785536705727924	225	22979	429234
3096	2134848671047703044632088179760224191504	2134848671047703044632088179760224191504	1420505007405319088031048071377286040800	222	22563	418412
3097	2134848671047703044632088179760224191504	1261501487437279071828052106221950658616	510160003903989501915953038560703781342	208	22403	420438
3098	388154303826855099024016032683677125728	388154303826855099024016032683677125728	185813272290455436304282412703297661556	208	22067	426576
3099	388154303826855099024016032683677125728	388154303826855099024016032683677125728	185813272290455436304282412703297661556	230	22122	425216
3100	388154303826855099024016032683677125728	388154303826855099024016032683677125728	185813272290455436304282412703297661556	198	22190	417468
3101	388154303826855099024016032683677125728	388154303826855099024016032683677125728	185813272290455436304282412703297661556	207	21907	420238
3102	296223021341547312413064867048069385424	296223021341547312413064867048069385424	134169244680525508865804094866523638894	207	21952	432536
3103	296223021341547312413064867048069385424	250257380098893419107589284230265515272	134169244680525508865804094866523638894	235	22046	421716
3104	204291738856239525802113701412461645120	204291738856239525802113701412461645120	134169244680525508865804094866523638894	214	21804	427090
3105	204291738856239525802113701412461645120	89377635749604792538424744367951969740	39691639069434055465532568627435479534	212	21677	417744
3106	112360456370931739191162535776853904816	112360456370931739191162535776853904816	76107382058225854164150727096666118702	195	21707	418135
3107	112360456370931739191162535776853904816	66394815128277845885686952959050034664	38341936831926078690366424049751166556	206	21494	423427
3108	20429173885623952580211370141246164512	20429173885623952580211370141246164512	11056563110719011563439309562646090426	226	21379	421180
3109	20429173885623952580211370141246164512	20429173885623952580211370141246164512	11056563110719011563439309562646090426	229	21434	417936
3110	20429173885623952580211370141246164512	20429173885623952580211370141246164512	11056563110719011563439309562646090426	196	21325	419304
3111	20429173885623952580211370141246164512	20429173885623952580211370141246164512	11056563110719011563439309562646090426	208	21293	424717
3112	15590685333765648021740256160424704496	15590685333765648021740256160424704496	9613970273357063322751851780285313088	225	21290	420121
3113	15590685333765648021740256160424704496	13171441057836495742504699170013974488	9613970273357063322751851780285313088	236	21333	426365
3114	10752196781907343463269142179603244480	10752196781907343463269142179603244480	9613970273357063322751851780285313088	213	21207	415073
3115	10752196781907343463269142179603244480	4704086092084462765180249703576419460	2258423059860135501554181880616556524	206	20980	426152
3116	5913708230049038904798028198781784464	5913708230049038904798028198781784464	4075174167940319946607287091713378596	235	20798	411608
3117	5913708230049038904798028198781784464	3494463954119886625562471208371054456	2118705958867523276486070574450479662	220	43290	419957
3118	1075219678190734346326914217960324448	1075219678190734346326914217960324448	650908428162629638363599586167919112	228	20622	410601
3119	1075219678190734346326914217960324448	1075219678190734346326914217960324448	650908428162629638363599586167919112	220	20699	415411
3120	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	32098266207613617141649515506733186833432	192	31344	436202
3121	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	32098266207613617141649515506733186833432	225	23637	438398
3122	106936510704298579781116417004353048138064	106936510704298579781116417004353048138064	32098266207613617141649515506733186833432	231	25674	436561
3123	106936510704298579781116417004353048138064	86194515093551010427020560257819051731974	32098266207613617141649515506733186833432	213	23504	439456
3124	73749317727102468814563046209898653888320	73749317727102468814563046209898653888320	22697489789244813988216295108007879589952	240	24731	439905
3125	73749317727102468814563046209898653888320	32265326505607330106371332716830661076140	5837781554129177930905987954924335430346	211	23282	429831
3126	40562124749906357848009675415444259638576	40562124749906357848009675415444259638576	17795934475494882367428810842502916553072	206	23192	428196
3127	40562124749906357848009675415444259638576	28116927383457816235552161367523861794922	5837781554129177930905987954924335430346	214	23023	443611
3128	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	2841038203806516695750806294513191424910	249	23191	427231
3129	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	2841038203806516695750806294513191424910	211	22713	427144
3130	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	2841038203806516695750806294513191424910	196	22546	426141
3131	7374931772710246881456304620989865388832	7374931772710246881456304620989865388832	2841038203806516695750806294513191424910	207	29047	437906
3132	5628237405489398935848232473913318323056	5628237405489398935848232473913318323056	2841038203806516695750806294513191424910	226	22674	427627
3133	5628237405489398935848232473913318323056	4536553425976368969843187381990476406946	2841038203806516695750806294513191424910	200	22890	431621
3134	3881543038268550990240160326836771257280	3881543038268550990240160326836771257280	2102426140292141444794526713704672729710	177	22280	425892
3135	3881543038268550990240160326836771257280	1698175079242491058230070142991087425060	525588456646246936932903121275322879556	217	22839	434799
3136	2134848671047703044632088179760224191504	2134848671047703044632088179760224191504	976267929847121058810374934668477910986	226	22278	425094
3137	2134848671047703044632088179760224191504	1479838283339885065029061124606519041838	525588456646246936932903121275322879556	207	22080	424935
3138	388154303826855099024016032683677125728	388154303826855099024016032683677125728	197308400965733215185997318692885150548	179	21942	425773
3139	388154303826855099024016032683677125728	388154303826855099024016032683677125728	197308400965733215185997318692885150548	201	21944	438898
3140	388154303826855099024016032683677125728	388154303826855099024016032683677125728	197308400965733215185997318692885150548	215	22552	427939
3141	388154303826855099024016032683677125728	388154303826855099024016032683677125728	197308400965733215185997318692885150548	217	21730	423306
3142	296223021341547312413064867048069385424	296223021341547312413064867048069385424	197308400965733215185997318692885150548	183	21861	426812
3143	296223021341547312413064867048069385424	238765969788229945781220388525814547734	197308400965733215185997318692885150548	196	28742	423331
3144	204291738856239525802113701412461645120	204291738856239525802113701412461645120	122145417694460391473449249057328479628	230	21923	425340
3145	204291738856239525802113701412461645120	89377635749604792538424744367951969740	30852732543228654951216479205337368386	193	21772	422772
3146	112360456370931739191162535776853904816	112360456370931739191162535776853904816	54572988685913230711099456258652080076	207	21619	425662
3147	112360456370931739191162535776853904816	77886225438941319212055848663501002202	30852732543228654951216479205337368386	205	21776	429132
3148	20429173885623952580211370141246164512	20429173885623952580211370141246164512	11769150573797229497546138781527976554	223	21241	428561
3149	20429173885623952580211370141246164512	20429173885623952580211370141246164512	11769150573797229497546138781527976554	198	21866	426443
3150	20429173885623952580211370141246164512	20429173885623952580211370141246164512	11769150573797229497546138781527976554	217	21462	417685
3151	20429173885623952580211370141246164512	20429173885623952580211370141246164512	11769150573797229497546138781527976554	206	21526	429486
3152	15590685333765648021740256160424704496	15590685333765648021740256160424704496	11732023107373105184822394227842680554	216	21364	418450
3153	15590685333765648021740256160424704496	12566629988854207672695809922411291986	10989463751389299395387695494596637794	201	21344	427029
3154	10752196781907343463269142179603244480	10752196781907343463269142179603244480	6596625460886364993617868327798206990	200	21239	418162
3155	10752196781907343463269142179603244480	4704086092084462765180249703576419460	2228639097573269909346598679462543996	189	21174	429170
3156	5913708230049038904798028198781784464	5913708230049038904798028198781784464	3330576140988440122305056635112796200	217	20835	451459
3157	5913708230049038904798028198781784464	4099275023102174695371360455973736958	2228639097573269909346598679462543996	258	26239	436924
3158	1075219678190734346326914217960324448	1075219678190734346326914217960324448	751783754436975396034013538530868344	199	20705	433980
3159	1075219678190734346326914217960324448	1075219678190734346326914217960324448	751783754436975396034013538530868344	216	20565	427103
3160	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	31830709742955481485785436495059205233462	215	24294	435319
3161	140123703681494690747669787798807442387808	140123703681494690747669787798807442387808	31830709742955481485785436495059205233462	199	23831	426269
3162	106936510704298579781116417004353048138064	106936510704298579781116417004353048138064	31830709742955481485785436495059205233462	201	24002	430356
3163	106936510704298579781116417004353048138064	90342914215700524297839731607125851013192	26759095010583178958346099879407411733956	200	30298	428378
3164	73749317727102468814563046209898653888320	73749317727102468814563046209898653888320	26759095010583178958346099879407411733956	215	23339	430440
3165	73749317727102468814563046209898653888320	28116927383457816235552161367523861794922	5823699634936644475334194322730967977716	200	25655	431533
