id	first_codeword	ind_status	ind_complete	ind_decoded	ind_ties	ind_score	ind_bound	ind_q_hist	ind_q_disc	ind_q_code	ind_q_score	ind_frontier_updates	ind_bound_calls	ind_chain_calls	ind_uac_calls	ind_bound_ns	ind_total_ns	cr_status	cr_complete	cr_decoded	cr_ties	cr_score	cr_bound	cr_q_hist	cr_q_disc	cr_q_code	cr_q_score	cr_frontier_updates	cr_bound_calls	cr_chain_calls	cr_uac_calls	cr_bound_ns	cr_total_ns	ac_status	ac_complete	ac_decoded	ac_ties	ac_score	ac_bound	ac_q_hist	ac_q_disc	ac_q_code	ac_q_score	ac_frontier_updates	ac_bound_calls	ac_chain_calls	ac_uac_calls	ac_bound_ns	ac_total_ns	fast_status	fast_complete	fast_decoded	fast_ties	fast_score	fast_bound	fast_q_hist	fast_q_disc	fast_q_code	fast_q_score	fast_frontier_updates	fast_bound_calls	fast_chain_calls	fast_uac_calls	fast_bound_ns	fast_total_ns
174	0xce45ebc6	CERTIFIED	1	0xc72bebe6	0xc72bebe6	753396995725397595020161992665814889352	606491099729461092225025051068245508950	2047	963	963	4	63	33	0	0	5511	55109	CERTIFIED	1	0xc72bebe6	0xc72bebe6	753396995725397595020161992665814889352	606491099729461092225025051068245508950	2047	963	963	4	63	33	0	0	6596	52705	CERTIFIED	1	0xc72bebe6	0xc72bebe6	753396995725397595020161992665814889352	474444328984762196402840952439132981316	2046	963	963	4	62	32	0	32	13997734	14055523	CERTIFIED	1	0xc72bebe6	0xc72bebe6	753396995725397595020161992665814889352	606491099729461092225025051068245508950	2047	963	963	4	63	33	0	5	2161177	2212895
175	0x3fed915d	CERTIFIED	1	0x3fed915d	0x3fed915d	9488415856777195004518975967599973008952	7374931772710246881456304620989865388832	64	33	33	1	32	17	0	0	2912	6048	CERTIFIED	1	0x3fed915d	0x3fed915d	9488415856777195004518975967599973008952	7374931772710246881456304620989865388832	64	33	33	1	32	17	0	0	3330	5889	CERTIFIED	1	0x3fed915d	0x3fed915d	9488415856777195004518975967599973008952	4949674858332948276975235813109446457552	62	31	31	1	30	15	0	15	6322776	6326745	CERTIFIED	1	0x3fed915d	0x3fed915d	9488415856777195004518975967599973008952	7374931772710246881456304620989865388832	64	33	33	1	32	17	0	1	426980	437131
176	0xd984e3b8	CERTIFIED	1	0xd984e3b8	0xd984e3b8	147215470245578408847538212507173576165695027302018068087391000	96161048540476454954901962001172942492847914105847937765110130	63	33	33	1	31	16	0	0	2808	6805	CERTIFIED	1	0xd984e3b8	0xd984e3b8	147215470245578408847538212507173576165695027302018068087391000	96161048540476454954901962001172942492847914105847937765110130	57	32	32	1	25	10	10	0	228687	231359	CERTIFIED	1	0xd984e3b8	0xd984e3b8	147215470245578408847538212507173576165695027302018068087391000	76211859352364948724418047576529706768087177951739854008239600	48	29	29	1	16	1	1	1	455742	457853	CERTIFIED	1	0xd984e3b8	0xd984e3b8	147215470245578408847538212507173576165695027302018068087391000	76211859352364948724418047576529706768087177951739854008239600	48	29	29	1	16	1	1	1	457201	459540
177	0x96e9a343	CERTIFIED	1	0x96e9a343	0x96e9a343	221925286471394647560977097471743827297284700244831621162291400	168651685132527936382443441048211006833610187816410229311116228	62	32	32	1	30	31	0	0	5305	9360	CERTIFIED	1	0x96e9a343	0x96e9a343	221925286471394647560977097471743827297284700244831621162291400	168651685132527936382443441048211006833610187816410229311116228	59	32	32	1	27	28	26	0	599265	603502	CERTIFIED	1	0x96e9a343	0x96e9a343	221925286471394647560977097471743827297284700244831621162291400	221200526482897920999980391861329414950198379131301574242577498	43	25	25	1	11	12	10	12	5661588	5666582	CERTIFIED	1	0x96e9a343	0x96e9a343	221925286471394647560977097471743827297284700244831621162291400	76211630633916427253882083978664603569598961637497265120823298	48	28	28	1	16	17	15	5	2468792	2473365
178	0x7b044840	CERTIFIED	1	0x7b044840	0x7b044840	368401052485821052529488512948592337382040708308073948168790988	313632958316630899237526399142287135515134735237534812403128424	60	32	32	1	28	29	0	0	5020	8763	CERTIFIED	1	0x7b044840	0x7b044840	368401052485821052529488512948592337382040708308073948168790988	313632958316630899237526399142287135515134735237534812403128424	53	29	29	1	21	22	20	0	462998	465910	CERTIFIED	1	0x7b044840	0x7b044840	368401052485821052529488512948592337382040708308073948168790988	367646331689100253948768727727589688138190419500599949554200310	43	22	22	1	11	12	10	12	5525032	5531590	CERTIFIED	1	0x7b044840	0x7b044840	368401052485821052529488512948592337382040708308073948168790988	77676313592251366495595269790409987956609764462509807668851110	48	25	25	1	16	17	15	5	2503382	2508696
179	0x7772295a	CERTIFIED	1	0x7772295a	0x7772295a	3003935262649193556707642953758294082697757121923688927834302	2435781027521004220302877980760091628023964257848207281385074	2045	970	970	4	61	30	0	0	5517	61125	CERTIFIED	1	0x7772295a	0x7772295a	3003935262649193556707642953758294082697757121923688927834302	2435781027521004220302877980760091628023964257848207281385074	2040	968	968	4	56	25	23	0	555338	605236	CERTIFIED	1	0x7772295a	0x7772295a	3003935262649193556707642953758294082697757121923688927834302	2234122328869054416412882410236782453333885364547399060810204	2031	967	967	4	47	16	14	16	7004881	7055449	CERTIFIED	1	0x7772295a	0x7772295a	3003935262649193556707642953758294082697757121923688927834302	1516987323002961354675537783365675232028062397698581266165302	2032	967	967	4	48	17	15	5	2867270	2917918
180	0x7e798921	CERTIFIED	1	0x7e798921	0x7e798921	11100166710299115914702937464093907535640	7374931772710246881456304620989865388832	64	33	33	1	32	33	0	0	5791	17615	CERTIFIED	1	0x7e798921	0x7e798921	11100166710299115914702937464093907535640	7374931772710246881456304620989865388832	64	33	33	1	32	33	29	0	682199	686157	CERTIFIED	1	0x7e798921	0x7e798921	11100166710299115914702937464093907535640	10155285679002558011356215803938417292720	45	29	29	1	13	14	12	14	6438458	6446446	CERTIFIED	1	0x7e798921	0x7e798921	11100166710299115914702937464093907535640	5788549760950438147336035436247049628280	48	29	29	1	16	17	15	5	2547418	2556115
181	0x4d1d5693	CERTIFIED	1	0x2e1d5e93	0x2e1d5e93	512747250740179366568985819651112737098	388154303826855099024016032683677125728	2048	974	974	3	64	34	0	0	5722	57687	CERTIFIED	1	0x2e1d5e93	0x2e1d5e93	512747250740179366568985819651112737098	388154303826855099024016032683677125728	2048	974	974	3	64	34	29	0	652408	698344	CERTIFIED	1	0x2e1d5e93	0x2e1d5e93	512747250740179366568985819651112737098	318636498250377549118427206473745941200	2032	972	972	3	48	18	15	18	7933044	7990113	CERTIFIED	1	0x2e1d5e93	0x2e1d5e93	512747250740179366568985819651112737098	318636498250377549118427206473745941200	2032	972	972	3	48	18	15	5	2441905	2495257
182	0xd2e5ecc0	CERTIFIED	1	0xe5cbd982	0xe5cbd982	5787271261962113008968264193830366473858	5628237405489398935848232473913318323056	2024	953	953	3	40	41	0	0	7154	50815	CERTIFIED	1	0xe5cbd982	0xe5cbd982	5787271261962113008968264193830366473858	5409900609586792942647223455528749939834	2022	952	952	3	38	39	34	0	783878	832522	CERTIFIED	1	0xe5cbd982	0xe5cbd982	5787271261962113008968264193830366473858	5327050992393911807310522907723582576280	51	31	31	2	19	20	18	20	9110798	9126286	CERTIFIED	1	0xe5cbd982	0xe5cbd982	5787271261962113008968264193830366473858	2341830331214713222299176253057690226862	64	33	33	2	32	33	29	6	3306159	3313559
183	0x99b4aa54	CERTIFIED	1	0x98da542e	0x98da542e	741937050166143595034238142493011734302	606491099729461092225025051068245508950	2047	984	984	8	63	33	0	0	5745	56159	CERTIFIED	1	0x98da542e	0x98da542e	741937050166143595034238142493011734302	606491099729461092225025051068245508950	2046	983	983	8	62	32	29	0	654532	701795	CERTIFIED	1	0x98da542e	0x98da542e	741937050166143595034238142493011734302	704877340337638694483350193525475641444	2031	981	981	8	47	17	14	17	7234929	7286333	CERTIFIED	1	0x98da542e	0x98da542e	741937050166143595034238142493011734302	293772048050267823182007848058876810218	2032	981	981	8	48	18	15	5	2391811	2443163
184	0xd984e3b8	CERTIFIED	1	0xd984e3b8	0xd984e3b8	147215470245578408847538212507173576165695027302018068087391000	96161048540476454954901962001172942492847914105847937765110130	63	33	33	1	31	1	0	0	221	11365	CERTIFIED	1	0xd984e3b8	0xd984e3b8	147215470245578408847538212507173576165695027302018068087391000	96161048540476454954901962001172942492847914105847937765110130	63	33	33	1	31	1	0	0	196	2984	CERTIFIED	1	0xd984e3b8	0xd984e3b8	147215470245578408847538212507173576165695027302018068087391000	96161048540476454954901962001172942492847914105847937765110130	63	33	33	1	31	1	0	0	176	2338	CERTIFIED	1	0xd984e3b8	0xd984e3b8	147215470245578408847538212507173576165695027302018068087391000	96161048540476454954901962001172942492847914105847937765110130	63	33	33	1	31	1	0	0	179	2201
185	0x96e9a343	CERTIFIED	1	0x96e9a343	0x96e9a343	221925286471394647560977097471743827297284700244831621162291400	168651685132527936382443441048211006833610187816410229311116228	62	32	32	1	30	31	0	0	5284	8843	CERTIFIED	1	0x96e9a343	0x96e9a343	221925286471394647560977097471743827297284700244831621162291400	168651685132527936382443441048211006833610187816410229311116228	62	32	32	1	30	31	0	0	6678	9931	CERTIFIED	1	0x96e9a343	0x96e9a343	221925286471394647560977097471743827297284700244831621162291400	221200526482897920999980391861329414950198379131301574242577498	53	29	29	1	21	22	0	22	9259986	9265970	CERTIFIED	1	0x96e9a343	0x96e9a343	221925286471394647560977097471743827297284700244831621162291400	168651685132527936382443441048211006833610187816410229311116228	62	32	32	1	30	31	0	5	2097611	2102772
186	0x7b044840	CERTIFIED	1	0x7b044840	0x7b044840	368401052485821052529488512948592337382040708308073948168790988	313632958316630899237526399142287135515134735237534812403128424	60	32	32	1	28	29	0	0	5027	8433	CERTIFIED	1	0x7b044840	0x7b044840	368401052485821052529488512948592337382040708308073948168790988	313632958316630899237526399142287135515134735237534812403128424	60	32	32	1	28	29	0	0	5863	8517	CERTIFIED	1	0x7b044840	0x7b044840	368401052485821052529488512948592337382040708308073948168790988	367646331689100253948768727727589688138190419500599949554200310	52	27	27	1	20	21	0	21	9016135	9021984	CERTIFIED	1	0x7b044840	0x7b044840	368401052485821052529488512948592337382040708308073948168790988	313632958316630899237526399142287135515134735237534812403128424	60	32	32	1	28	29	0	5	2129160	2134315
187	0x7772295a	CERTIFIED	1	0x7772295a	0x7772295a	3003935262649193556707642953758294082697757121923688927834302	2435781027521004220302877980760091628023964257848207281385074	2045	970	970	4	61	30	0	0	5305	56993	CERTIFIED	1	0x7772295a	0x7772295a	3003935262649193556707642953758294082697757121923688927834302	2435781027521004220302877980760091628023964257848207281385074	2045	970	970	4	61	30	0	0	6039	53509	CERTIFIED	1	0x7772295a	0x7772295a	3003935262649193556707642953758294082697757121923688927834302	2234122328869054416412882410236782453333885364547399060810204	2044	970	970	4	60	29	0	29	11873942	11923871	CERTIFIED	1	0x7772295a	0x7772295a	3003935262649193556707642953758294082697757121923688927834302	2435781027521004220302877980760091628023964257848207281385074	2045	970	970	4	61	30	0	5	2128239	2172998
188	0x7e798921	CERTIFIED	1	0x7e798921	0x7e798921	11100166710299115914702937464093907535640	7374931772710246881456304620989865388832	64	33	33	1	32	33	0	0	5677	16871	CERTIFIED	1	0x7e798921	0x7e798921	11100166710299115914702937464093907535640	7374931772710246881456304620989865388832	64	33	33	1	32	33	0	0	6735	10070	CERTIFIED	1	0x7e798921	0x7e798921	11100166710299115914702937464093907535640	10155285679002558011356215803938417292720	57	32	32	1	25	26	0	26	11165515	11172260	CERTIFIED	1	0x7e798921	0x7e798921	11100166710299115914702937464093907535640	7374931772710246881456304620989865388832	64	33	33	1	32	33	0	5	2134217	2139364
189	0x4d1d5693	CERTIFIED	1	0x2e1d5e93	0x2e1d5e93	512747250740179366568985819651112737098	388154303826855099024016032683677125728	2048	974	974	3	64	34	0	0	5666	57435	CERTIFIED	1	0x2e1d5e93	0x2e1d5e93	512747250740179366568985819651112737098	388154303826855099024016032683677125728	2048	974	974	3	64	34	0	0	6808	50980	CERTIFIED	1	0x2e1d5e93	0x2e1d5e93	512747250740179366568985819651112737098	280402535310956562648292269464003586080	2047	974	974	3	63	33	0	33	13816848	13873050	CERTIFIED	1	0x2e1d5e93	0x2e1d5e93	512747250740179366568985819651112737098	388154303826855099024016032683677125728	2048	974	974	3	64	34	0	5	2081311	2133970
190	0xd2e5ecc0	CERTIFIED	1	0xe5cbd982	0xe5cbd982	5787271261962113008968264193830366473858	5628237405489398935848232473913318323056	2024	954	954	3	40	41	0	0	7549	53349	CERTIFIED	1	0xe5cbd982	0xe5cbd982	5787271261962113008968264193830366473858	5628237405489398935848232473913318323056	2024	954	954	3	40	41	0	0	8666	58622	CERTIFIED	1	0xe5cbd982	0xe5cbd982	5787271261962113008968264193830366473858	5095202746751254058763739847202755757320	61	33	33	2	29	30	0	30	13671165	13693058	CERTIFIED	1	0xe5cbd982	0xe5cbd982	5787271261962113008968264193830366473858	2341830331214713222299176253057690226862	64	33	33	2	32	33	0	6	2746971	2754119
191	0x99b4aa54	CERTIFIED	1	0x98da542e	0x98da542e	741937050166143595034238142493011734302	606491099729461092225025051068245508950	2047	984	984	8	63	33	0	0	5741	55023	CERTIFIED	1	0x98da542e	0x98da542e	741937050166143595034238142493011734302	606491099729461092225025051068245508950	2047	984	984	8	63	33	0	0	6582	51875	CERTIFIED	1	0x98da542e	0x98da542e	741937050166143595034238142493011734302	704877340337638694483350193525475641444	2045	983	983	8	61	31	0	31	12483460	12534374	CERTIFIED	1	0x98da542e	0x98da542e	741937050166143595034238142493011734302	606491099729461092225025051068245508950	2047	984	984	8	63	33	0	5	2149691	2203697
192	0x88ba	CERTIFIED	1	0x88be	0x88be	4317757109944347918153160211400	3544482916097431496532658709208	28	15	15	5	12	15	0	0	1509	4552	CERTIFIED	1	0x88be	0x88be	4317757109944347918153160211400	3544482916097431496532658709208	23	14	14	5	7	10	6	0	54470	56135	CERTIFIED	1	0x88be	0x88be	4317757109944347918153160211400	3457963784107474376163998253498	18	10	10	5	2	5	1	5	240694	242359	CERTIFIED	1	0x88be	0x88be	4317757109944347918153160211400	3457963784107474376163998253498	18	10	10	5	2	5	1	2	93658	95076
193	0xb10a	CERTIFIED	1	0xb106	0xb106	4326706937812275743250727586196	3544482916097431496532658709208	28	16	16	4	12	14	0	0	1506	3315	CERTIFIED	1	0xb106	0xb106	4326706937812275743250727586196	3544482916097431496532658709208	23	14	14	3	7	9	6	0	42954	44831	CERTIFIED	1	0xb106	0xb106	4326706937812275743250727586196	3466737221567720623783959065796	19	10	10	3	3	5	2	5	236497	238134	CERTIFIED	1	0xb106	0xb106	4326706937812275743250727586196	3466737221567720623783959065796	20	11	11	3	4	6	3	3	147474	148671
194	0xeda2	CERTIFIED	1	0xece2	0xece2	17905887653685155360081792298	10003739662188235061515228086	511	225	225	11	31	17	0	0	1856	14447	CERTIFIED	1	0xece2	0xece2	17905887653685155360081792298	10003739662188235061515228086	511	225	225	11	31	17	13	0	71803	82870	CERTIFIED	1	0xece2	0xece2	17905887653685155360081792298	17728592954394458919698506404	503	223	223	11	23	9	6	9	443777	458038	CERTIFIED	1	0xece2	0xece2	17905887653685155360081792298	17728592954394458919698506404	504	223	223	11	24	10	7	4	215293	229591
195	0x3df1	CERTIFIED	1	0x7bf1	0x7bf1	94495267154610677734	84694708692985716826	27	16	16	3	11	12	0	0	1296	2701	CERTIFIED	1	0x7bf1	0x7bf1	94495267154610677734	70312588348893802648	24	15	15	3	8	9	7	0	41888	43123	CERTIFIED	1	0x7bf1	0x7bf1	94495267154610677734	77720669873267141734	19	14	14	3	3	4	2	4	195592	196683	CERTIFIED	1	0x7bf1	0x7bf1	94495267154610677734	77720669873267141734	20	14	14	3	4	5	3	3	166004	167475
196	0xb946	CERTIFIED	1	0xb9a3	0xb9a3	32936688781400236498	27166227316618060114	31	17	17	2	15	16	0	0	1719	3398	CERTIFIED	1	0xb9a3	0xb9a3	32936688781400236498	27166227316618060114	30	17	17	2	14	15	13	0	92460	94416	CERTIFIED	1	0xb9a3	0xb9a3	32936688781400236498	17708856290803729600	24	15	15	2	8	9	7	9	452365	454344	CERTIFIED	1	0xb9a3	0xb9a3	32936688781400236498	17708856290803729600	24	15	15	2	8	9	7	4	217740	219523
197	0xc880	CERTIFIED	1	0xc880	0xc880	32888461814216373832	27166227316618060114	31	17	17	1	15	16	0	0	1584	2819	CERTIFIED	1	0xc880	0xc880	32888461814216373832	27166227316618060114	27	16	16	1	11	12	10	0	60146	61662	CERTIFIED	1	0xc880	0xc880	32888461814216373832	20822990025274994266	24	13	13	1	8	9	7	9	456437	457556	CERTIFIED	1	0xc880	0xc880	32888461814216373832	20822990025274994266	24	13	13	1	8	9	7	4	208093	208960
198	0x3a46	CERTIFIED	1	0x3a46	0x3a46	18547941077371337218	12784106972526145936	32	17	17	1	16	17	0	0	1742	2957	CERTIFIED	1	0x3a46	0x3a46	18547941077371337218	12784106972526145936	32	17	17	1	16	17	13	0	71766	72997	CERTIFIED	1	0x3a46	0x3a46	18547941077371337218	16951914510944357320	30	16	16	1	14	15	13	15	747698	749784	CERTIFIED	1	0x3a46	0x3a46	18547941077371337218	12784106972526145936	32	17	17	1	16	17	13	4	239278	241190
199	0xa2bb27	CERTIFIED	1	0xa2bb27	0xa2bb27	16115253191215637050035587513382761073416265702	9779893192376360914013744007833947575401551722	47	25	25	2	23	24	0	0	3296	6456	CERTIFIED	1	0xa2bb27	0xa2bb27	16115253191215637050035587513382761073416265702	9779893192376360914013744007833947575401551722	42	24	24	2	18	19	17	0	215143	217450	CERTIFIED	1	0xa2bb27	0xa2bb27	16115253191215637050035587513382761073416265702	16035049236915021170961178691050153438326119502	35	23	23	2	11	12	10	12	1855032	1857402	CERTIFIED	1	0xa2bb27	0xa2bb27	16115253191215637050035587513382761073416265702	8178276173188080296488194029354953121851396302	40	24	24	2	16	17	15	5	963182	966294
200	0xad1789	CERTIFIED	1	0xad1789	0xad1789	23970423489532108694566479139757355799315770600	17635872969859011484287079358389085791707716220	46	25	25	1	22	23	0	0	3115	6123	CERTIFIED	1	0xad1789	0xad1789	23970423489532108694566479139757355799315770600	17635872969859011484287079358389085791707716220	36	24	24	1	12	13	11	0	140127	142297	CERTIFIED	1	0xad1789	0xad1789	23970423489532108694566479139757355799315770600	23970398786264257704304888950362331053642794698	32	20	20	1	8	9	7	9	1428601	1430584	CERTIFIED	1	0xad1789	0xad1789	23970423489532108694566479139757355799315770600	23970398786264257704304888950362331053642794698	32	20	20	1	8	9	7	4	667807	670078
201	0x79adf4	CERTIFIED	1	0x79adf4	0x79adf4	8099733148254766012832032252889188223828112294	1923913414893710343740408657278809359095387224	48	25	25	1	24	6	0	0	805	2658	CERTIFIED	1	0x79adf4	0x79adf4	8099733148254766012832032252889188223828112294	1923913414893710343740408657278809359095387224	48	25	25	1	24	6	4	0	51621	54272	CERTIFIED	1	0x79adf4	0x79adf4	8099733148254766012832032252889188223828112294	8019561331921797353182242197284402885023511494	47	24	24	1	23	5	4	5	812446	814442	CERTIFIED	1	0x79adf4	0x79adf4	8099733148254766012832032252889188223828112294	1923913414893710343740408657278809359095387224	48	25	25	1	24	6	4	0	50929	53389
202	0x63615b	CERTIFIED	1	0xc6c2bb	0xc6c2bb	802811469343924390315299128538	569939177563311818127657622362	47	25	25	2	23	24	0	0	3224	5684	CERTIFIED	1	0xc6c2bb	0xc6c2bb	802811469343924390315299128538	569939177563311818127657622362	45	24	24	2	21	22	20	0	291301	293692	CERTIFIED	1	0xc6c2bb	0xc6c2bb	802811469343924390315299128538	314333732060718573765152546898	36	23	23	2	12	13	11	13	2043464	2046720	CERTIFIED	1	0xc6c2bb	0xc6c2bb	802811469343924390315299128538	314333732060718573765152546898	40	23	23	2	16	17	15	5	897656	900557
203	0xa4136f	CERTIFIED	1	0xa4136f	0xa4136f	547162158777737988951445377120	325679530036178181787232927064	48	25	25	1	24	21	0	0	2843	5625	CERTIFIED	1	0xa4136f	0xa4136f	547162158777737988951445377120	325679530036178181787232927064	48	25	25	1	24	21	19	0	240513	242747	CERTIFIED	1	0xa4136f	0xa4136f	547162158777737988951445377120	544275233471124110824425810978	35	21	21	1	11	8	8	8	1276116	1278159	CERTIFIED	1	0xa4136f	0xa4136f	547162158777737988951445377120	327264463745002326051329032680	40	22	22	1	16	13	13	3	620471	623385
204	0x72af8c	CERTIFIED	1	0x725f1e	0x725f1e	57330864877704246310460402364	55708340664083110042553000682	1149	533	533	7	45	26	0	0	3654	29760	CERTIFIED	1	0x725f1e	0x725f1e	57330864877704246310460402364	55708340664083110042553000682	1142	532	532	7	38	19	13	0	162817	191179	CERTIFIED	1	0x725f1e	0x725f1e	57330864877704246310460402364	42215634067476225885223017498	1139	532	532	7	35	16	10	16	2445290	2474155	CERTIFIED	1	0x725f1e	0x725f1e	57330864877704246310460402364	55708340664083110042553000682	1142	532	532	7	38	19	13	4	748344	776701
205	0xd3626c	CERTIFIED	1	0xd4c24c	0xd4c24c	56577196611815949558922683444	55708340664083110042553000682	1149	544	544	6	45	23	0	0	3090	32411	CERTIFIED	1	0xd4c24c	0xd4c24c	56577196611815949558922683444	55708340664083110042553000682	1140	541	541	6	36	14	11	0	145141	174552	CERTIFIED	1	0xd4c24c	0xd4c24c	56577196611815949558922683444	42929953123725753637724935098	1139	541	541	6	35	13	10	13	1964398	1993847	CERTIFIED	1	0xd4c24c	0xd4c24c	56577196611815949558922683444	55708340664083110042553000682	1140	541	541	6	36	14	11	4	693798	724196
206	0x638fd5e7	CERTIFIED	1	0x638fd5e7	0x638fd5e7	226378429088840035414199626057208882523766391465568729135419208	168651685132527936382443441048211006833610187816410229311116228	62	32	32	1	30	31	0	0	5349	9514	CERTIFIED	1	0x638fd5e7	0x638fd5e7	226378429088840035414199626057208882523766391465568729135419208	168651685132527936382443441048211006833610187816410229311116228	59	31	31	1	27	28	26	0	602507	606047	CERTIFIED	1	0x638fd5e7	0x638fd5e7	226378429088840035414199626057208882523766391465568729135419208	222672383078395089234191363960463270002059369837075806029854290	46	29	29	1	14	15	13	15	6238784	6243012	CERTIFIED	1	0x638fd5e7	0x638fd5e7	226378429088840035414199626057208882523766391465568729135419208	77691259328945148591122529338438999146799933658443347445989008	48	30	30	1	16	17	15	5	2333152	2338254
207	0x23f018a8	CERTIFIED	1	0x22d80c4c	0x22d80c4c	1517516396390014153905901082362537765492536385430864612973510	971323722631075302574767292941140833261090041473211492576870	2047	947	947	5	63	33	0	0	5669	57077	CERTIFIED	1	0x22d80c4c	0x22d80c4c	1517516396390014153905901082362537765492536385430864612973510	971323722631075302574767292941140833261090041473211492576870	2046	947	947	5	62	32	29	0	647339	695668	CERTIFIED	1	0x22d80c4c	0x22d80c4c	1517516396390014153905901082362537765492536385430864612973510	822496898765673625443984908282021586767051425376354615112192	2043	946	946	5	59	29	26	29	13200131	13253669	CERTIFIED	1	0x22d80c4c	0x22d80c4c	1517516396390014153905901082362537765492536385430864612973510	971323722631075302574767292941140833261090041473211492576870	2046	947	947	5	62	32	29	5	2849997	2903518
208	0x5eec10f5	CERTIFIED	1	0x5ee820f3	0x5ee820f3	3736391070121762886755157187633713752824605852775604429377600	3168009679965968679166933324669567025405401366035705175789176	2044	960	960	9	60	30	0	0	5182	58861	CERTIFIED	1	0x5ee820f3	0x5ee820f3	3736391070121762886755157187633713752824605852775604429377600	3168009679965968679166933324669567025405401366035705175789176	2037	957	957	9	53	23	20	0	447685	497645	CERTIFIED	1	0x5ee820f3	0x5ee820f3	3736391070121762886755157187633713752824605852775604429377600	2988766144065399195704440890901772955675912885684001456538400	2029	955	955	9	45	15	12	15	6808174	6861080	CERTIFIED	1	0x5ee820f3	0x5ee820f3	3736391070121762886755157187633713752824605852775604429377600	1509442440184929405327346514694044837669755963120249678205706	2032	956	956	9	48	18	15	5	2487854	2539760
209	0x263a92dc	CERTIFIED	1	0x263a92dc	0x263a92dc	5327009759235713784785347318455507703142	5191563813684186949446214437144181556612	2026	968	968	5	42	12	0	0	2166	44705	CERTIFIED	1	0x263a92dc	0x263a92dc	5327009759235713784785347318455507703142	5191563813684186949446214437144181556612	2022	964	964	5	38	8	5	0	122772	174008	CERTIFIED	1	0x263a92dc	0x263a92dc	5327009759235713784785347318455507703142	2123392732965148125033038215005645247106	64	33	33	1	32	2	0	2	852246	863115	CERTIFIED	1	0x263a92dc	0x263a92dc	5327009759235713784785347318455507703142	2123392732965148125033038215005645247106	64	33	33	1	32	2	0	1	425676	428910
210	0x5dd32899	CERTIFIED	1	0x2ba60899	0x2ba60899	1191987606257672644641562463038252879346	1043164691534673078627043087837382275394	2045	973	973	3	61	32	0	0	5549	55630	CERTIFIED	1	0x2ba60899	0x2ba60899	1191987606257672644641562463038252879346	1043164691534673078627043087837382275394	2039	971	971	3	55	26	22	0	493556	540160	CERTIFIED	1	0x2ba60899	0x2ba60899	1191987606257672644641562463038252879346	946867201004923415984194955894812023626	2030	968	968	3	46	17	13	17	7543615	7596877	CERTIFIED	1	0x2ba60899	0x2ba60899	1191987606257672644641562463038252879346	499409781363987741224440319535988538480	2032	969	969	3	48	19	15	5	2460126	2512962
211	0xd1520215	CERTIFIED	1	0xd104051d	0xd104051d	281812365506728559752022303017616166530	273240200720220365760327075639167450348	31786	13394	13394	50	74	44	0	0	7673	783107	CERTIFIED	1	0xd104051d	0xd104051d	281812365506728559752022303017616166530	273240200720220365760327075639167450348	31782	13390	13390	50	70	40	34	0	778147	1381209	CERTIFIED	1	0xd104051d	0xd104051d	281812365506728559752022303017616166530	280938381676820617464168675996931458008	2045	958	958	2	61	31	28	31	12583443	12629970	CERTIFIED	1	0xd104051d	0xd104051d	281812365506728559752022303017616166530	196735421814016663171676313591573703406	2048	958	958	2	64	34	29	6	3254078	3304444
212	0x6af1fb56	CERTIFIED	1	0x76f5fb16	0x76f5fb16	716978979763370392312818132953555533550	606491099729461092225025051068245508950	2047	963	963	3	63	34	0	0	5914	57940	CERTIFIED	1	0x76f5fb16	0x76f5fb16	716978979763370392312818132953555533550	606491099729461092225025051068245508950	2044	963	963	3	60	31	27	0	617218	666685	CERTIFIED	1	0x76f5fb16	0x76f5fb16	716978979763370392312818132953555533550	704237445617768189966406817909765090076	2031	961	961	3	47	18	14	18	8146127	8199842	CERTIFIED	1	0x76f5fb16	0x76f5fb16	716978979763370392312818132953555533550	524344960091844002846330380002524197316	2032	961	961	3	48	19	15	5	2481979	2535390
213	0xdaea38ea	CERTIFIED	1	0xdaea38ea	0xdaea38ea	4892290411602820619734137816912805218044	4754890221878974963044196400375044790168	2028	972	972	2	44	45	0	0	7733	50500	CERTIFIED	1	0xdaea38ea	0xdaea38ea	4892290411602820619734137816912805218044	4754890221878974963044196400375044790168	2023	969	969	2	39	40	35	0	800439	850275	CERTIFIED	1	0xdaea38ea	0xdaea38ea	4892290411602820619734137816912805218044	4866012864547730758251218768944181357084	59	33	33	1	27	28	26	28	12446203	12460835	CERTIFIED	1	0xdaea38ea	0xdaea38ea	4892290411602820619734137816912805218044	1930056656355322659570585128940696439418	64	33	33	1	32	33	29	6	3185550	3191700
