id	first_codeword	ind_status	ind_complete	ind_decoded	ind_ties	ind_score	ind_bound	ind_q_hist	ind_q_disc	ind_q_code	ind_q_score	ind_frontier_updates	ind_bound_calls	ind_chain_calls	ind_uac_calls	ind_bound_ns	ind_total_ns	cr_status	cr_complete	cr_decoded	cr_ties	cr_score	cr_bound	cr_q_hist	cr_q_disc	cr_q_code	cr_q_score	cr_frontier_updates	cr_bound_calls	cr_chain_calls	cr_uac_calls	cr_bound_ns	cr_total_ns	ac_status	ac_complete	ac_decoded	ac_ties	ac_score	ac_bound	ac_q_hist	ac_q_disc	ac_q_code	ac_q_score	ac_frontier_updates	ac_bound_calls	ac_chain_calls	ac_uac_calls	ac_bound_ns	ac_total_ns	fast_status	fast_complete	fast_decoded	fast_ties	fast_score	fast_bound	fast_q_hist	fast_q_disc	fast_q_code	fast_q_score	fast_frontier_updates	fast_bound_calls	fast_chain_calls	fast_uac_calls	fast_bound_ns	fast_total_ns
49	0x5948	CERTIFIED	1	0x5948	0x5948	868835355639147861783754102596	138999330043036529275790537616	32	17	17	1	16	17	0	0	1694	2803	CERTIFIED	1	0x5948	0x5948	868835355639147861783754102596	138999330043036529275790537616	32	17	17	1	16	17	13	0	72496	73916	CERTIFIED	1	0x5948	0x5948	868835355639147861783754102596	138999330043036529275790537616	32	17	17	1	16	17	13	16	717815	719590	CERTIFIED	1	0x5948	0x5948	868835355639147861783754102596	138999330043036529275790537616	32	17	17	1	16	17	13	4	232749	234488
50	0x9216	CERTIFIED	1	0x9216	0x9216	3457874277232634339781861065796	2693112019583832754718441666310	29	16	16	3	13	14	0	0	1403	2842	CERTIFIED	1	0x9216	0x9216	3457874277232634339781861065796	1841741123070234012904224623412	24	15	15	3	8	9	7	0	39132	40262	CERTIFIED	1	0x9216	0x9216	3457874277232634339781861065796	2597990522595660531930232085796	20	11	11	3	4	5	3	5	215760	217106	CERTIFIED	1	0x9216	0x9216	3457874277232634339781861065796	2597990522595660531930232085796	20	11	11	3	4	5	3	3	133551	134625
51	0x5652	CERTIFIED	1	0x5652	0x5652	1746356378818992077254648558302	990370226556635271090007580514	31	16	16	1	15	10	0	0	984	2081	CERTIFIED	1	0x5652	0x5652	1746356378818992077254648558302	990370226556635271090007580514	26	16	16	1	10	5	5	0	27391	28186	CERTIFIED	1	0x5652	0x5652	1746356378818992077254648558302	1737669797941924374310226178702	22	13	13	1	6	1	1	1	44180	44769	CERTIFIED	1	0x5652	0x5652	1746356378818992077254648558302	877610557006193113350533698302	24	15	15	1	8	3	3	1	56865	57820
52	0x80fe	CERTIFIED	1	0x817f	0x817f,0x887f	21110597698053043618	12784106972526145936	32	17	17	3	16	17	0	0	1715	3466	CERTIFIED	1	0x817f	0x817f,0x887f	21110597698053043618	12784106972526145936	32	17	17	3	16	17	13	0	77326	79202	CERTIFIED	1	0x817f	0x817f,0x887f	21110597698053043618	16289997804326944960	31	17	17	3	15	16	13	16	755662	758093	CERTIFIED	1	0x817f	0x817f,0x887f	21110597698053043618	12784106972526145936	32	17	17	3	16	17	13	4	237062	239031
53	0x8788	CERTIFIED	1	0x8788	0x8788	49834998717693681076	41548347660709974292	30	16	16	4	14	15	0	0	1483	2955	CERTIFIED	1	0x8788	0x8788	49834998717693681076	41548347660709974292	28	15	15	4	12	13	11	0	62133	64037	CERTIFIED	1	0x8788	0x8788	49834998717693681076	33731054250025965262	22	11	11	3	6	7	5	7	325085	326344	CERTIFIED	1	0x8788	0x8788	49834998717693681076	18634247774394704116	24	13	13	3	8	9	7	4	203198	204390
54	0xf054	CERTIFIED	1	0xf054	0xf054	79945058143370286898	70312588348893802648	28	16	16	1	12	13	0	0	1586	2694	CERTIFIED	1	0xf054	0xf054	79945058143370286898	55930468004801888470	23	15	15	1	7	8	6	0	40944	41887	CERTIFIED	1	0xf054	0xf054	79945058143370286898	79146051168866831080	21	13	13	1	5	6	4	6	264994	266080	CERTIFIED	1	0xf054	0xf054	79945058143370286898	55930468004801888470	23	15	15	1	7	8	6	3	151491	152689
55	0x9673	CERTIFIED	1	0x9ca1	0x9ca1	4125981064736232142	3700662544678621192	508	230	230	13	28	15	0	0	1525	15704	CERTIFIED	1	0x9ca1	0x9ca1	4125981064736232142	3700662544678621192	503	229	229	13	23	10	6	0	35059	49746	CERTIFIED	1	0x9ca1	0x9ca1	4125981064736232142	3326980510019605822	502	229	229	13	22	9	5	9	410416	422961	CERTIFIED	1	0x9ca1	0x9ca1	4125981064736232142	3700662544678621192	503	229	229	13	23	10	6	3	166404	180734
56	0x26dc	CERTIFIED	1	0x26dc	0x26dc	1728981453519810402314087980800	990370226556635271090007580514	31	16	16	2	15	16	0	0	1574	3314	CERTIFIED	1	0x26dc	0x26dc	1728981453519810402314087980800	990370226556635271090007580514	31	16	16	2	15	16	0	0	1995	3271	CERTIFIED	1	0x26dc	0x26dc	1728981453519810402314087980800	990370226556635271090007580514	31	16	16	2	15	16	0	15	616544	617994	CERTIFIED	1	0x26dc	0x26dc	1728981453519810402314087980800	990370226556635271090007580514	31	16	16	2	15	16	0	4	163027	164382
57	0x5948	CERTIFIED	1	0x5948	0x5948	868835355639147861783754102596	138999330043036529275790537616	32	17	17	1	16	17	0	0	1635	2927	CERTIFIED	1	0x5948	0x5948	868835355639147861783754102596	138999330043036529275790537616	32	17	17	1	16	17	0	0	1998	3288	CERTIFIED	1	0x5948	0x5948	868835355639147861783754102596	138999330043036529275790537616	32	17	17	1	16	17	0	16	649601	651431	CERTIFIED	1	0x5948	0x5948	868835355639147861783754102596	138999330043036529275790537616	32	17	17	1	16	17	0	4	162747	164574
58	0x9216	CERTIFIED	1	0x9216	0x9216	3457874277232634339781861065796	2693112019583832754718441666310	29	15	15	3	13	14	0	0	1382	2715	CERTIFIED	1	0x9216	0x9216	3457874277232634339781861065796	2693112019583832754718441666310	29	15	15	3	13	14	0	0	1677	2939	CERTIFIED	1	0x9216	0x9216	3457874277232634339781861065796	2597990522595660531930232085796	22	10	10	3	6	7	0	7	278234	279801	CERTIFIED	1	0x9216	0x9216	3457874277232634339781861065796	2597990522595660531930232085796	24	12	12	3	8	9	0	4	156861	158170
59	0x5652	CERTIFIED	1	0x5652	0x5652	1746356378818992077254648558302	990370226556635271090007580514	31	16	16	1	15	6	0	0	594	1464	CERTIFIED	1	0x5652	0x5652	1746356378818992077254648558302	990370226556635271090007580514	31	16	16	1	15	6	0	0	705	1405	CERTIFIED	1	0x5652	0x5652	1746356378818992077254648558302	1737756672613639386425954404596	26	14	14	1	10	1	0	1	40041	40588	CERTIFIED	1	0x5652	0x5652	1746356378818992077254648558302	990370226556635271090007580514	31	16	16	1	15	6	0	0	780	1909
60	0x80fe	CERTIFIED	1	0x817f	0x817f,0x887f	21110597698053043618	12784106972526145936	32	17	17	3	16	17	0	0	1670	3295	CERTIFIED	1	0x817f	0x817f,0x887f	21110597698053043618	12784106972526145936	32	17	17	3	16	17	0	0	2000	3495	CERTIFIED	1	0x817f	0x817f,0x887f	21110597698053043618	16289997804326944960	31	17	17	3	15	16	0	16	673211	675044	CERTIFIED	1	0x817f	0x817f,0x887f	21110597698053043618	12784106972526145936	32	17	17	3	16	17	0	4	174416	176346
61	0x8788	CERTIFIED	1	0x8788	0x8788	49834998717693681076	41548347660709974292	30	16	16	4	14	15	0	0	1483	2929	CERTIFIED	1	0x8788	0x8788	49834998717693681076	41548347660709974292	30	16	16	4	14	15	0	0	1751	3796	CERTIFIED	1	0x8788	0x8788	49834998717693681076	33731054250025965262	27	13	13	4	11	12	0	12	497724	499431	CERTIFIED	1	0x8788	0x8788	49834998717693681076	41548347660709974292	30	16	16	4	14	15	0	4	172296	174016
62	0xf054	CERTIFIED	1	0xf054	0xf054	79945058143370286898	70312588348893802648	28	17	17	1	12	13	0	0	1273	2432	CERTIFIED	1	0xf054	0xf054	79945058143370286898	70312588348893802648	28	17	17	1	12	13	0	0	1583	2546	CERTIFIED	1	0xf054	0xf054	79945058143370286898	79146051168866831080	24	13	13	1	8	9	0	9	365035	366319	CERTIFIED	1	0xf054	0xf054	79945058143370286898	79146051168866831080	24	13	13	1	8	9	0	4	156128	157110
63	0x9673	CERTIFIED	1	0x9ca1	0x9ca1	4125981064736232142	3700662544678621192	508	230	230	13	28	15	0	0	1425	14447	CERTIFIED	1	0x9ca1	0x9ca1	4125981064736232142	3700662544678621192	508	230	230	13	28	15	0	0	1765	12805	CERTIFIED	1	0x9ca1	0x9ca1	4125981064736232142	3326980510019605822	506	230	230	13	26	13	0	13	538544	550606	CERTIFIED	1	0x9ca1	0x9ca1	4125981064736232142	3700662544678621192	508	230	230	13	28	15	0	4	174010	187420
64	0x73df6f	CERTIFIED	1	0x73df6f	0x73df6f	24052165190649413432434201675425511458002122188	17635872969859011484287079358389085791707716220	46	24	24	1	22	12	0	0	1696	6192	CERTIFIED	1	0x73df6f	0x73df6f	24052165190649413432434201675425511458002122188	17635872969859011484287079358389085791707716220	44	23	23	1	20	10	10	0	136143	138476	CERTIFIED	1	0x73df6f	0x73df6f	24052165190649413432434201675425511458002122188	16034264049592897746634625620564626429322513710	35	23	23	1	11	1	1	1	235976	239700	CERTIFIED	1	0x73df6f	0x73df6f	24052165190649413432434201675425511458002122188	8338626914224875658495437917046660075800890110	40	23	23	1	16	6	6	1	253549	256001
65	0xa2d956	CERTIFIED	1	0xa2d956	0xa2d956	16033429781178494359518348253577245078029640800	9779893192376360914013744007833947575401551722	47	25	25	1	23	22	0	0	3051	5747	CERTIFIED	1	0xa2d956	0xa2d956	16033429781178494359518348253577245078029640800	9779893192376360914013744007833947575401551722	42	24	24	1	18	17	17	0	224439	227151	CERTIFIED	1	0xa2d956	0xa2d956	16033429781178494359518348253577245078029640800	8178268075875594359020982100433774726291640400	36	23	23	1	12	11	11	11	1836073	1839040	CERTIFIED	1	0xa2d956	0xa2d956	16033429781178494359518348253577245078029640800	8178268075875594359020982100433774726291640400	40	23	23	1	16	15	15	4	800547	803772
66	0x87bdb8	CERTIFIED	1	0x87bdb8	0x87bdb8	24130708711267124850430960672097090276760357996	17635872969859011484287079358389085791707716220	46	24	24	1	22	20	0	0	2769	5608	CERTIFIED	1	0x87bdb8	0x87bdb8	24130708711267124850430960672097090276760357996	17635872969859011484287079358389085791707716220	44	23	23	1	20	18	18	0	239475	241685	CERTIFIED	1	0x87bdb8	0x87bdb8	24130708711267124850430960672097090276760357996	16196185330549898784547857598170888799631488596	34	20	20	1	10	8	8	8	1430209	1433404	CERTIFIED	1	0x87bdb8	0x87bdb8	24130708711267124850430960672097090276760357996	8260884691234651923029004371307542318227945302	40	23	23	1	16	14	14	3	672455	675740
67	0x2ad137	CERTIFIED	1	0x2ad137	0x2ad137	15953266722224588901891904216831363366536372600	9779893192376360914013744007833947575401551722	47	24	24	1	23	24	0	0	3295	6363	CERTIFIED	1	0x2ad137	0x2ad137	15953266722224588901891904216831363366536372600	9779893192376360914013744007833947575401551722	42	24	24	1	18	19	17	0	228116	230585	CERTIFIED	1	0x2ad137	0x2ad137	15953266722224588901891904216831363366536372600	8178276338413120194429012439385754689649623298	36	22	22	1	12	13	11	13	2160005	2164380	CERTIFIED	1	0x2ad137	0x2ad137	15953266722224588901891904216831363366536372600	8178276338413120194429012439385754689649623298	40	23	23	1	16	17	15	5	1004286	1007869
68	0x2eba4c	CERTIFIED	1	0x2eba4c	0x2eba4c	314370993226991265964172817960	312823759113697464085105311522	1129	529	529	3	25	22	0	0	2999	28804	CERTIFIED	1	0x2eba4c	0x2eba4c	314370993226991265964172817960	312823759113697464085105311522	1129	529	529	3	25	22	19	0	242421	271033	CERTIFIED	1	0x2eba4c	0x2eba4c	314370993226991265964172817960	300053597633125870405295013378	40	24	24	1	16	13	13	13	2260869	2268386	CERTIFIED	1	0x2eba4c	0x2eba4c	314370993226991265964172817960	300053597633125870405295013378	40	24	24	1	16	13	13	3	638550	641984
69	0xc64d7d	CERTIFIED	1	0xc64d7d	0xc64d7d	340794771917571212685418529844	325679530036178181787232927064	48	25	25	1	24	25	0	0	3434	6330	CERTIFIED	1	0xc64d7d	0xc64d7d	340794771917571212685418529844	325679530036178181787232927064	48	25	25	1	24	25	21	0	266239	269678	CERTIFIED	1	0xc64d7d	0xc64d7d	340794771917571212685418529844	301473785145017791832503580214	40	23	23	1	16	17	15	17	2890761	2894911	CERTIFIED	1	0xc64d7d	0xc64d7d	340794771917571212685418529844	301473785145017791832503580214	40	23	23	1	16	17	15	5	983204	987029
70	0x2e1a25	CERTIFIED	1	0x2e1114	0x2e1114	42409624107974447759033722128	29996798819121674638297769598	1151	539	539	4	47	25	0	0	3390	32008	CERTIFIED	1	0x2e1114	0x2e1114	42409624107974447759033722128	29996798819121674638297769598	1148	539	539	4	44	22	19	0	240644	278918	CERTIFIED	1	0x2e1114	0x2e1114	42409624107974447759033722128	29474731991167889847466398738	1140	535	535	4	36	14	11	14	2365254	2393362	CERTIFIED	1	0x2e1114	0x2e1114	42409624107974447759033722128	29474731991167889847466398738	1144	537	537	4	40	18	15	5	954730	985956
71	0x1f83e8	CERTIFIED	1	0x1f83e8	0x1f83e8	22553984074527574916013360600	17141027896640956936170154056	1152	508	508	3	48	25	0	0	3479	32780	CERTIFIED	1	0x1f83e8	0x1f83e8	22553984074527574916013360600	17141027896640956936170154056	1152	508	508	3	48	25	21	0	257389	283364	CERTIFIED	1	0x1f83e8	0x1f83e8	22553984074527574916013360600	21093910368650263487239864098	1151	508	508	3	47	24	21	24	4231578	4259577	CERTIFIED	1	0x1f83e8	0x1f83e8	22553984074527574916013360600	17141027896640956936170154056	1152	508	508	3	48	25	21	5	1103887	1134682
72	0x73df6f	CERTIFIED	1	0x73df6f	0x73df6f	24052165190649413432434201675425511458002122188	17635872969859011484287079358389085791707716220	46	24	24	1	22	2	0	0	340	6216	CERTIFIED	1	0x73df6f	0x73df6f	24052165190649413432434201675425511458002122188	17635872969859011484287079358389085791707716220	46	24	24	1	22	2	0	0	345	2012	CERTIFIED	1	0x73df6f	0x73df6f	24052165190649413432434201675425511458002122188	16034264049592897746634625620564626429322513710	45	24	24	1	21	1	0	1	170918	172689	CERTIFIED	1	0x73df6f	0x73df6f	24052165190649413432434201675425511458002122188	17635872969859011484287079358389085791707716220	46	24	24	1	22	2	0	0	435	2388
73	0xa2d956	CERTIFIED	1	0xa2d956	0xa2d956	16033429781178494359518348253577245078029640800	9779893192376360914013744007833947575401551722	47	25	25	1	23	22	0	0	2980	5457	CERTIFIED	1	0xa2d956	0xa2d956	16033429781178494359518348253577245078029640800	9779893192376360914013744007833947575401551722	47	25	25	1	23	22	0	0	3588	5965	CERTIFIED	1	0xa2d956	0xa2d956	16033429781178494359518348253577245078029640800	15953283080371686001236351302612498936699511000	46	24	24	1	22	21	0	21	3167151	3171578	CERTIFIED	1	0xa2d956	0xa2d956	16033429781178494359518348253577245078029640800	9779893192376360914013744007833947575401551722	47	25	25	1	23	22	0	4	598497	602207
74	0x87bdb8	CERTIFIED	1	0x87bdb8	0x87bdb8	24130708711267124850430960672097090276760357996	17635872969859011484287079358389085791707716220	46	24	24	1	22	19	0	0	2508	4765	CERTIFIED	1	0x87bdb8	0x87bdb8	24130708711267124850430960672097090276760357996	17635872969859011484287079358389085791707716220	46	24	24	1	22	19	0	0	2903	4842	CERTIFIED	1	0x87bdb8	0x87bdb8	24130708711267124850430960672097090276760357996	16196185330549898784547857598170888799631488596	43	21	21	1	19	16	0	16	2617934	2621285	CERTIFIED	1	0x87bdb8	0x87bdb8	24130708711267124850430960672097090276760357996	17635872969859011484287079358389085791707716220	46	24	24	1	22	19	0	3	477594	480873
75	0x2ad137	CERTIFIED	1	0x2ad137	0x2ad137	15953266722224588901891904216831363366536372600	9779893192376360914013744007833947575401551722	47	24	24	1	23	24	0	0	3275	5894	CERTIFIED	1	0x2ad137	0x2ad137	15953266722224588901891904216831363366536372600	9779893192376360914013744007833947575401551722	47	24	24	1	23	24	0	0	3785	5859	CERTIFIED	1	0x2ad137	0x2ad137	15953266722224588901891904216831363366536372600	9779893192376360914013744007833947575401551722	47	24	24	1	23	24	0	23	3581135	3585604	CERTIFIED	1	0x2ad137	0x2ad137	15953266722224588901891904216831363366536372600	9779893192376360914013744007833947575401551722	47	24	24	1	23	24	0	5	818514	821865
76	0x2eba4c	CERTIFIED	1	0x2eba4c	0x2eba4c	314370993226991265964172817960	312823759113697464085105311522	1129	529	529	3	25	19	0	0	2623	33497	CERTIFIED	1	0x2eba4c	0x2eba4c	314370993226991265964172817960	312823759113697464085105311522	1129	529	529	3	25	19	0	0	3066	31363	CERTIFIED	1	0x2eba4c	0x2eba4c	314370993226991265964172817960	285727433452345917693324294360	46	23	23	1	22	16	0	16	2533696	2540777	CERTIFIED	1	0x2eba4c	0x2eba4c	314370993226991265964172817960	110031897511771437225091770924	48	25	25	1	24	18	0	3	472513	476116
77	0xc64d7d	CERTIFIED	1	0xc64d7d	0xc64d7d	340794771917571212685418529844	325679530036178181787232927064	48	25	25	1	24	25	0	0	3328	5769	CERTIFIED	1	0xc64d7d	0xc64d7d	340794771917571212685418529844	325679530036178181787232927064	48	25	25	1	24	25	0	0	3971	7145	CERTIFIED	1	0xc64d7d	0xc64d7d	340794771917571212685418529844	287191469739988715283456705924	46	25	25	1	22	23	0	23	3681234	3685704	CERTIFIED	1	0xc64d7d	0xc64d7d	340794771917571212685418529844	325679530036178181787232927064	48	25	25	1	24	25	0	5	788386	792297
78	0x2e1a25	CERTIFIED	1	0x2e1114	0x2e1114	42409624107974447759033722128	29996798819121674638297769598	1151	539	539	4	47	25	0	0	3337	32442	CERTIFIED	1	0x2e1114	0x2e1114	42409624107974447759033722128	29996798819121674638297769598	1151	539	539	4	47	25	0	0	3958	29455	CERTIFIED	1	0x2e1114	0x2e1114	42409624107974447759033722128	27894073621744542548898728898	1150	538	538	4	46	24	0	24	3734808	3763391	CERTIFIED	1	0x2e1114	0x2e1114	42409624107974447759033722128	29996798819121674638297769598	1151	539	539	4	47	25	0	5	768731	799882
79	0x1f83e8	CERTIFIED	1	0x1f83e8	0x1f83e8	22553984074527574916013360600	17141027896640956936170154056	1152	508	508	3	48	25	0	0	3262	31370	CERTIFIED	1	0x1f83e8	0x1f83e8	22553984074527574916013360600	17141027896640956936170154056	1152	508	508	3	48	25	0	0	3965	28220	CERTIFIED	1	0x1f83e8	0x1f83e8	22553984074527574916013360600	21093910368650263487239864098	1151	508	508	3	47	24	0	24	3883695	3909654	CERTIFIED	1	0x1f83e8	0x1f83e8	22553984074527574916013360600	17141027896640956936170154056	1152	508	508	3	48	25	0	5	838687	868497
80	0x46692	CERTIFIED	1	0x46692	0x46692	8258431053047235515006540714786008957922317008	1923913414893710343740408657278809359095387224	48	25	25	1	24	22	0	0	2947	9448	CERTIFIED	1	0x46692	0x46692	8258431053047235515006540714786008957922317008	1923913414893710343740408657278809359095387224	48	25	25	1	24	22	20	0	256680	259103	CERTIFIED	1	0x46692	0x46692	8258431053047235515006540714786008957922317008	1923913414893710343740408657278809359095387224	48	25	25	1	24	22	20	21	3517275	3521874	CERTIFIED	1	0x46692	0x46692	8258431053047235515006540714786008957922317008	1923913414893710343740408657278809359095387224	48	25	25	1	24	22	20	3	737962	742268
81	0x756cf6	CERTIFIED	1	0x756cf6	0x756cf6	16035867226477739917082912655423382813346100894	9779893192376360914013744007833947575401551722	47	24	24	1	23	22	0	0	3005	5355	CERTIFIED	1	0x756cf6	0x756cf6	16035867226477739917082912655423382813346100894	9779893192376360914013744007833947575401551722	43	24	24	1	19	18	18	0	231973	235075	CERTIFIED	1	0x756cf6	0x756cf6	16035867226477739917082912655423382813346100894	8259248959976232987729959369024594103395093004	36	24	24	1	12	11	11	11	1847736	1851117	CERTIFIED	1	0x756cf6	0x756cf6	16035867226477739917082912655423382813346100894	8178259731564064196438955669826716672936344004	40	24	24	1	16	15	15	4	795446	798843
82	0xe95f24	CERTIFIED	1	0xe95f24	0xe95f24	16034264049601242866962839864652116822873625302	9779893192376360914013744007833947575401551722	47	25	25	1	23	24	0	0	3302	6117	CERTIFIED	1	0xe95f24	0xe95f24	16034264049601242866962839864652116822873625302	9779893192376360914013744007833947575401551722	47	25	25	1	23	24	21	0	264101	266244	CERTIFIED	1	0xe95f24	0xe95f24	16034264049601242866962839864652116822873625302	8339403922494482877787949247696672614402246502	35	23	23	1	11	12	10	12	2030262	2034057	CERTIFIED	1	0xe95f24	0xe95f24	16034264049601242866962839864652116822873625302	8339403922494482877787949247696672614402246502	40	25	25	1	16	17	15	5	966816	970266
83	0x36dc9f	CERTIFIED	1	0x2db9df	0x2db9df	242983877324391274898328477032367116592943608	178140131008676883679667468266556422138461780	1150	531	531	2	46	24	0	0	3292	32584	CERTIFIED	1	0x2db9df	0x2db9df	242983877324391274898328477032367116592943608	178140131008676883679667468266556422138461780	1146	531	531	2	42	20	17	0	216494	243134	CERTIFIED	1	0x2db9df	0x2db9df	242983877324391274898328477032367116592943608	163573375378197662622229606609260582527900094	1140	530	530	2	36	14	11	14	2394346	2422173	CERTIFIED	1	0x2db9df	0x2db9df	242983877324391274898328477032367116592943608	85855940776144308029997125476408156884487890	1144	530	530	2	40	18	15	5	1026202	1052543
84	0xde76be	CERTIFIED	1	0xde3bbe	0xde3bbe	870097620158610301956201070470	814198825090445454468082317660	46	25	25	2	22	24	0	0	3266	10206	CERTIFIED	1	0xde3bbe	0xde3bbe	870097620158610301956201070470	814198825090445454468082317660	45	25	25	2	21	23	20	0	251447	254290	CERTIFIED	1	0xde3bbe	0xde3bbe	870097620158610301956201070470	789996938376409765000754816508	33	23	23	2	9	11	8	11	1900175	1903437	CERTIFIED	1	0xde3bbe	0xde3bbe	870097620158610301956201070470	314442425711853546987516147510	40	24	24	2	16	18	15	5	997971	1001628
85	0xaface1	CERTIFIED	1	0xafac41	0xafac41	30084479832880920971749457760	29996798819121674638297769598	1151	532	532	3	47	25	0	0	3446	32390	CERTIFIED	1	0xafac41	0xafac41	30084479832880920971749457760	29996798819121674638297769598	1149	532	532	3	45	23	20	0	245632	272442	CERTIFIED	1	0xafac41	0xafac41	30084479832880920971749457760	30076155432104566181318775942	1142	530	530	3	38	16	13	16	2705611	2737797	CERTIFIED	1	0xafac41	0xafac41	30084479832880920971749457760	30076155432104566181318775942	1144	531	531	3	40	18	15	5	976289	1006658
86	0x2a26ce	CERTIFIED	1	0x2a26ce	0x2a26ce	529983135086555408455999022658	325679530036178181787232927064	48	25	25	1	24	25	0	0	3412	6093	CERTIFIED	1	0x2a26ce	0x2a26ce	529983135086555408455999022658	325679530036178181787232927064	48	25	25	1	24	25	21	0	265092	267498	CERTIFIED	1	0x2a26ce	0x2a26ce	529983135086555408455999022658	300759575603783373796137348858	36	22	22	1	12	13	11	13	2210371	2217674	CERTIFIED	1	0x2a26ce	0x2a26ce	529983135086555408455999022658	300086918978084162853485540280	40	23	23	1	16	17	15	5	950015	953777
87	0xdc3531	CERTIFIED	1	0xdcb161	0xdcb161	56462448287851891053335689200	55708340664083110042553000682	1149	536	536	2	45	23	0	0	3072	32129	CERTIFIED	1	0xdcb161	0xdcb161	56462448287851891053335689200	55708340664083110042553000682	1140	533	533	2	36	14	11	0	136344	161485	CERTIFIED	1	0xdcb161	0xdcb161	56462448287851891053335689200	45151603612442047337680781898	1138	533	533	2	34	12	9	12	2014305	2040021	CERTIFIED	1	0xdcb161	0xdcb161	56462448287851891053335689200	55708340664083110042553000682	1140	533	533	2	36	14	11	4	797063	822739
88	0x46692	CERTIFIED	1	0x46692	0x46692	8258431053047235515006540714786008957922317008	1923913414893710343740408657278809359095387224	48	25	25	1	24	20	0	0	2719	9144	CERTIFIED	1	0x46692	0x46692	8258431053047235515006540714786008957922317008	1923913414893710343740408657278809359095387224	48	25	25	1	24	20	0	0	3225	5347	CERTIFIED	1	0x46692	0x46692	8258431053047235515006540714786008957922317008	1923913414893710343740408657278809359095387224	48	25	25	1	24	20	0	19	2976161	2980527	CERTIFIED	1	0x46692	0x46692	8258431053047235515006540714786008957922317008	1923913414893710343740408657278809359095387224	48	25	25	1	24	20	0	2	311202	314136
89	0x756cf6	CERTIFIED	1	0x756cf6	0x756cf6	16035867226477739917082912655423382813346100894	9779893192376360914013744007833947575401551722	47	24	24	1	23	22	0	0	3183	5607	CERTIFIED	1	0x756cf6	0x756cf6	16035867226477739917082912655423382813346100894	9779893192376360914013744007833947575401551722	47	24	24	1	23	22	0	0	3528	6268	CERTIFIED	1	0x756cf6	0x756cf6	16035867226477739917082912655423382813346100894	9779893192376360914013744007833947575401551722	47	24	24	1	23	22	0	21	3252270	3256274	CERTIFIED	1	0x756cf6	0x756cf6	16035867226477739917082912655423382813346100894	9779893192376360914013744007833947575401551722	47	24	24	1	23	22	0	4	608122	611513
90	0xe95f24	CERTIFIED	1	0xe95f24	0xe95f24	16034264049601242866962839864652116822873625302	9779893192376360914013744007833947575401551722	47	25	25	1	23	24	0	0	3220	5552	CERTIFIED	1	0xe95f24	0xe95f24	16034264049601242866962839864652116822873625302	9779893192376360914013744007833947575401551722	47	25	25	1	23	24	0	0	3760	5785	CERTIFIED	1	0xe95f24	0xe95f24	16034264049601242866962839864652116822873625302	8177450003695757818159390058339073964684084902	45	25	25	1	21	22	0	22	3447082	3451885	CERTIFIED	1	0xe95f24	0xe95f24	16034264049601242866962839864652116822873625302	9779893192376360914013744007833947575401551722	47	25	25	1	23	24	0	5	767092	770729
91	0x36dc9f	CERTIFIED	1	0x2db9df	0x2db9df	242983877324391274898328477032367116592943608	178140131008676883679667468266556422138461780	1150	530	530	2	46	24	0	0	3292	33208	CERTIFIED	1	0x2db9df	0x2db9df	242983877324391274898328477032367116592943608	178140131008676883679667468266556422138461780	1150	530	530	2	46	24	0	0	3840	31070	CERTIFIED	1	0x2db9df	0x2db9df	242983877324391274898328477032367116592943608	178140131008676883679667468266556422138461780	1150	530	530	2	46	24	0	23	3732352	3761140	CERTIFIED	1	0x2db9df	0x2db9df	242983877324391274898328477032367116592943608	178140131008676883679667468266556422138461780	1150	530	530	2	46	24	0	5	850720	883937
92	0xde76be	CERTIFIED	1	0xde3bbe	0xde3bbe	870097620158610301956201070470	814198825090445454468082317660	46	25	25	2	22	24	0	0	3524	10410	CERTIFIED	1	0xde3bbe	0xde3bbe	870097620158610301956201070470	814198825090445454468082317660	46	25	25	2	22	24	0	0	4114	6636	CERTIFIED	1	0xde3bbe	0xde3bbe	870097620158610301956201070470	789996938376409765000754816508	41	24	24	2	17	19	0	19	3047431	3051583	CERTIFIED	1	0xde3bbe	0xde3bbe	870097620158610301956201070470	814198825090445454468082317660	46	25	25	2	22	24	0	5	811005	814836
93	0xaface1	CERTIFIED	1	0xafac41	0xafac41	30084479832880920971749457760	29996798819121674638297769598	1151	532	532	3	47	25	0	0	3363	31512	CERTIFIED	1	0xafac41	0xafac41	30084479832880920971749457760	29996798819121674638297769598	1151	532	532	3	47	25	0	0	3943	30048	CERTIFIED	1	0xafac41	0xafac41	30084479832880920971749457760	29472627538723006464390517920	1150	532	532	3	46	24	0	24	3810165	3842709	CERTIFIED	1	0xafac41	0xafac41	30084479832880920971749457760	29996798819121674638297769598	1151	532	532	3	47	25	0	5	792935	823813
94	0x2a26ce	CERTIFIED	1	0x2a26ce	0x2a26ce	529983135086555408455999022658	325679530036178181787232927064	48	25	25	1	24	25	0	0	3389	5789	CERTIFIED	1	0x2a26ce	0x2a26ce	529983135086555408455999022658	325679530036178181787232927064	48	25	25	1	24	25	0	0	3933	6012	CERTIFIED	1	0x2a26ce	0x2a26ce	529983135086555408455999022658	272153496742215499943372012280	47	24	24	1	23	24	0	24	3661531	3670611	CERTIFIED	1	0x2a26ce	0x2a26ce	529983135086555408455999022658	325679530036178181787232927064	48	25	25	1	24	25	0	5	757406	761400
