id	n	k	a	schedule	max_hist	y	transmitted	rows
193	16	12	99	even_odd	2500000	0x5886	0xb102	0xfc0,0x12,0xb43,0x693
194	16	12	99	even_odd	2500000	0x76e0	0xefd1	0xfc0,0x12,0xb43,0x693
195	16	12	19	even_odd	2500000	0x3df1	0x7bf1	0xfc0,0x12,0xb43,0x693
196	16	12	19	even_odd	2500000	0x5ca3	0xb0a3	0xfc0,0x12,0xb43,0x693
197	16	12	19	even_odd	2500000	0x6880	0xdb00	0xfc0,0x12,0xb43,0x693
198	16	12	19	even_odd	2500000	0x1e46	0xf646	0xfc0,0x12,0xb43,0x693
199	24	18	99	even_odd	2500000	0x515da7	0xa2bb27	0x2a05a,0x31c59,0x43de,0x3cf3a,0x100ef,0x71e4
200	24	18	99	even_odd	2500000	0x569789	0xad2b49	0x2a05a,0x31c59,0x43de,0x3cf3a,0x100ef,0x71e4
201	24	18	99	even_odd	2500000	0x3ccdf4	0x24cdf4	0x2a05a,0x31c59,0x43de,0x3cf3a,0x100ef,0x71e4
202	24	18	19	even_odd	2500000	0x63615b	0xc6c2bb	0x2a05a,0x31c59,0x43de,0x3cf3a,0x100ef,0x71e4
203	24	18	19	even_odd	2500000	0x5209af	0xa4136f	0x2a05a,0x31c59,0x43de,0x3cf3a,0x100ef,0x71e4
204	24	18	19	even_odd	2500000	0x396f8e	0x72af8c	0x2a05a,0x31c59,0x43de,0x3cf3a,0x100ef,0x71e4
205	24	18	19	even_odd	2500000	0x6b624c	0xd6965c	0x2a05a,0x31c59,0x43de,0x3cf3a,0x100ef,0x71e4
206	32	24	99	even_odd	2500000	0x31cfd5e7	0x638fd5e7	0x28bda6,0xe8aa94,0xbe568e,0x6eb735,0xf933c7,0xed2861,0xdbe7c,0xb9a6ac
207	32	24	99	even_odd	2500000	0x11f80c4c	0x2b780c4c	0x28bda6,0xe8aa94,0xbe568e,0x6eb735,0xf933c7,0xed2861,0xdbe7c,0xb9a6ac
208	32	24	99	even_odd	2500000	0x2f7410f7	0x16e821ef	0x28bda6,0xe8aa94,0xbe568e,0x6eb735,0xf933c7,0xed2861,0xdbe7c,0xb9a6ac
209	32	24	19	even_odd	2500000	0x63a92dc	0x263a92dc	0x28bda6,0xe8aa94,0xbe568e,0x6eb735,0xf933c7,0xed2861,0xdbe7c,0xb9a6ac
210	32	24	19	even_odd	2500000	0x1dd30899	0x2ba60899	0x28bda6,0xe8aa94,0xbe568e,0x6eb735,0xf933c7,0xed2861,0xdbe7c,0xb9a6ac
211	32	24	19	even_odd	2500000	0x6892021d	0xd01a021d	0x28bda6,0xe8aa94,0xbe568e,0x6eb735,0xf933c7,0xed2861,0xdbe7c,0xb9a6ac
212	32	24	19	even_odd	2500000	0x36f1fb16	0x36b9fb36	0x28bda6,0xe8aa94,0xbe568e,0x6eb735,0xf933c7,0xed2861,0xdbe7c,0xb9a6ac
213	32	24	19	even_odd	2500000	0x6d7638ea	0x6d56b8fb	0x28bda6,0xe8aa94,0xbe568e,0x6eb735,0xf933c7,0xed2861,0xdbe7c,0xb9a6ac
